PLACA;DEPARTAMENTO;CIUDAD;SERVICIO
LZS735;VALLE;CALI;PARTICULAR
RAT730;ATLANTICO;BARRANQUILLA;PARTICULAR
DBT735;CALDAS;LA DORADA;PARTICULAR
DBT737;CALDAS;LA DORADA;PARTICULAR
EBT739;VALLE;BUENAVENTURA;PARTICULAR
FCT734;CUNDINAMARCA;SOACHA;PARTICULAR
KCT739;ANTIOQUIA;MEDELLIN;PARTICULAR
LCT731;ANTIOQUIA;MEDELLIN;PARTICULAR
NCT730;CAUCA;PUERTO TEJAD;PARTICULAR
IDT737;ANTIOQUIA;TURBO;PARTICULAR
JET736;BOYACA;GUATEQUE;PARTICULAR
KET730;ANTIOQUIA;MEDELLIN;PARTICULAR
KET731;ANTIOQUIA;MEDELLIN;PARTICULAR
KET732;ANTIOQUIA;MEDELLIN;PARTICULAR
KET735;ANTIOQUIA;MEDELLIN;PARTICULAR
KET738;ANTIOQUIA;MEDELLIN;PARTICULAR
KET739;ANTIOQUIA;MEDELLIN;PARTICULAR
WET731;CALDAS;RIOSUCIO;PUBLICO
HFT738;CALDAS;LA DORADA;PARTICULAR
GHT730;SANTANDER;GIRON;PARTICULAR
LHT735;ANTIOQUIA;MEDELLIN;PARTICULAR
IIT735;NARINO;TUQUERRES;PARTICULAR
KIT738;VALLE;GUACARI;PARTICULAR
DJT730;CALDAS;LA DORADA;PARTICULAR
EJT734;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
IJT738;NARINO;TUQUERRES;PARTICULAR
KKT736;VALLE;GUACARI;PARTICULAR
CLT736;ANTIOQUIA;FRONTINO;PARTICULAR
JLT736;TOLIMA;GUAYABAL;PARTICULAR
DMT734;CALDAS;LA DORADA;PARTICULAR
JNT735;TOLIMA;GUAYABAL;PARTICULAR
DOT734;RISARALDA;DOS QUEBRADA;PARTICULAR
WOT730;QUINDIO;CALARCA;PUBLICO
SPT734;CUNDINAMARCA;CHIA;PUBLICO
DQT734;BOYACA;DUITAMA;PARTICULAR
FST730;CUNDINAMARCA;MOSQUERA;PARTICULAR
KST733;VALLE;GUACARI;PARTICULAR
IWT734;NORTESANTAN;PAMPLONA;PARTICULAR
CXT737;MAGDALENA;CIENAGA;PARTICULAR
BYT737;VALLE;CALI;PARTICULAR
CYT734;MAGDALENA;CIENAGA;PARTICULAR
MYT733;CALDAS;MANIZALES;PARTICULAR
MYT737;CALDAS;MANIZALES;PARTICULAR
CZT734;MAGDALENA;CIENAGA;PARTICULAR
DZT730;VALLE;BUENAVENTURA;PARTICULAR
RAU733;ATLANTICO;BARRANQUILLA;PARTICULAR
TAU735;ANTIOQUIA;MEDELLIN;PUBLICO
TAU736;ANTIOQUIA;MEDELLIN;PUBLICO
JCU739;BOYACA;GUATEQUE;PARTICULAR
UCU738;BOLIVAR;MAGANGUE;PUBLICO
DDU730;CALDAS;LA DORADA;PARTICULAR
DDU736;CALDAS;LA DORADA;PARTICULAR
KDU731;ANTIOQUIA;MEDELLIN;PARTICULAR
KEU730;ANTIOQUIA;MEDELLIN;PARTICULAR
KEU731;ANTIOQUIA;MEDELLIN;PARTICULAR
KEU733;ANTIOQUIA;MEDELLIN;PARTICULAR
KEU734;ANTIOQUIA;MEDELLIN;PARTICULAR
KEU736;ANTIOQUIA;MEDELLIN;PARTICULAR
KEU737;ANTIOQUIA;MEDELLIN;PARTICULAR
KEU739;ANTIOQUIA;MEDELLIN;PARTICULAR
VEU736;CALDAS;VILLAMARIA;PUBLICO
YEU735;CORDOBA;CERETE;PUBLICO
NFU738;VALLE;PALMIRA;PARTICULAR
EHU735;SANTANDER;BARRANCABERM;PARTICULAR
GHU731;SANTANDER;GIRON;PARTICULAR
GHU732;SANTANDER;GIRON;PARTICULAR
GHU734;SANTANDER;GIRON;PARTICULAR
GHU737;SANTANDER;GIRON;PARTICULAR
FIU730;CAQUETA;FLORENCIA;PARTICULAR
KIU732;VALLE;GUACARI;PARTICULAR
KIU735;VALLE;GUACARI;PARTICULAR
KIU737;VALLE;GUACARI;PARTICULAR
RIU736;VALLE;ROLDANILLO;PARTICULAR
DJU738;CALDAS;LA DORADA;PARTICULAR
JKU734;TOLIMA;IBAGUE;PARTICULAR
KLU734;VALLE;GUACARI;PARTICULAR
RLU730;VALLE;ROLDANILLO;PARTICULAR
WLU732;RISARALDA;LA VIRGINIA;PUBLICO
FNU730;TOLIMA;FRESNO;PARTICULAR
INU736;CASANARE;YOPAL;PARTICULAR
LNU730;CORDOBA;LORICA;PARTICULAR
JOU737;TOLIMA;ESPINAL;PARTICULAR
KOU730;VALLE;GUACARI;PARTICULAR
KOU738;VALLE;GUACARI;PARTICULAR
LOU739;SANTANDER;BARBOSA;PARTICULAR
CPU730;CUNDINAMARCA;CAQUEZA;PARTICULAR
FPU734;TOLIMA;FRESNO;PARTICULAR
HPU736;TOLIMA;CHAPARRAL;PARTICULAR
SPU735;CUNDINAMARCA;CHIA;PUBLICO
DQU734;BOYACA;DUITAMA;PARTICULAR
LRU730;SANTANDER;BARBOSA;PARTICULAR
KTU732;VALLE;GUACARI;PARTICULAR
KTU737;VALLE;GUACARI;PARTICULAR
LTU737;VALLE;TULUA;PARTICULAR
IVU732;NORTESANTAN;OCANA;PARTICULAR
CYU733;MAGDALENA;CIENAGA;PARTICULAR
CYU735;MAGDALENA;CIENAGA;PARTICULAR
KYU735;ANTIOQUIA;BELLO;PARTICULAR
DAV739;VALLE;CANDELARIA;PARTICULAR
KAV737;ANTIOQUIA;MEDELLIN;PARTICULAR
KAV739;ANTIOQUIA;MEDELLIN;PARTICULAR
MCV735;VALLE;CALI;PARTICULAR
RCV734;ATLANTICO;BARRANQUILLA;PARTICULAR
CDV737;VALLE;CALI;PARTICULAR
CDV739;VALLE;CALI;PARTICULAR
JDV737;BOYACA;GUATEQUE;PARTICULAR
RDV737;ATLANTICO;BARRANQUILLA;PARTICULAR
JEV738;BOYACA;GUATEQUE;PARTICULAR
KEV730;ANTIOQUIA;MEDELLIN;PARTICULAR
KEV732;ANTIOQUIA;MEDELLIN;PARTICULAR
KEV733;ANTIOQUIA;MEDELLIN;PARTICULAR
KEV734;ANTIOQUIA;MEDELLIN;PARTICULAR
KEV736;ANTIOQUIA;MEDELLIN;PARTICULAR
KEV737;ANTIOQUIA;MEDELLIN;PARTICULAR
KEV738;ANTIOQUIA;MEDELLIN;PARTICULAR
GFV734;HUILA;BARAYA;PARTICULAR
LFV734;ANTIOQUIA;RIONEGRO;PARTICULAR
LFV735;ANTIOQUIA;RIONEGRO;PARTICULAR
RGV731;LA GUAJIRA;RIOHACHA;PARTICULAR
LHV732;ANTIOQUIA;MEDELLIN;PARTICULAR
OHV733;CUNDINAMARCA;CAQUEZA;OFICIAL
KIV732;VALLE;GUACARI;PARTICULAR
FJV735;CAQUETA;FLORENCIA;PARTICULAR
HJV736;CUNDINAMARCA;CHIA;PARTICULAR
JKV735;TOLIMA;IBAGUE;PARTICULAR
RKV733;VALLE;ROLDANILLO;PARTICULAR
JMV730;TOLIMA;GUAYABAL;PARTICULAR
JMV732;TOLIMA;GUAYABAL;PARTICULAR
JMV737;TOLIMA;GUAYABAL;PARTICULAR
LMV734;ANTIOQUIA;BELLO;PARTICULAR
KNV732;VALLE;GUACARI;PARTICULAR
KNV733;VALLE;GUACARI;PARTICULAR
JOV732;TOLIMA;ESPINAL;PARTICULAR
JOV733;TOLIMA;ESPINAL;PARTICULAR
JOV737;TOLIMA;ESPINAL;PARTICULAR
JOV738;TOLIMA;ESPINAL;PARTICULAR
KOV738;VALLE;GUACARI;PARTICULAR
LOV732;SANTANDER;BARBOSA;PARTICULAR
HPV733;TOLIMA;CHAPARRAL;PARTICULAR
HPV734;TOLIMA;CHAPARRAL;PARTICULAR
HPV735;TOLIMA;CHAPARRAL;PARTICULAR
HPV736;TOLIMA;CHAPARRAL;PARTICULAR
HPV739;TOLIMA;CHAPARRAL;PARTICULAR
MPV736;CUNDINAMARCA;MOSQUERA;PARTICULAR
WPV739;QUINDIO;CALARCA;PUBLICO
BRV730;SANTANDER;BUCARAMANGA;PARTICULAR
FSV732;CUNDINAMARCA;MOSQUERA;PARTICULAR
JSV732;TOLIMA;MELGAR;PARTICULAR
USV735;META;VILLAVICENCI;PUBLICO
ZTV730;SANTANDER;S VICEN CHUC;PARTICULAR
ZTV738;SANTANDER;S VICEN CHUC;PARTICULAR
BYV739;VALLE;CALI;PARTICULAR
KZV734;ANTIOQUIA;BELLO;PARTICULAR
KZV738;ANTIOQUIA;BELLO;PARTICULAR
DAW736;VALLE;CANDELARIA;PARTICULAR
RAW734;ATLANTICO;BARRANQUILLA;PARTICULAR
MBW731;VALLE;CALI;PARTICULAR
NBW735;VALLE;CALI;PARTICULAR
JCW737;BOYACA;GUATEQUE;PARTICULAR
MCW731;VALLE;CALI;PARTICULAR
DDW735;CALDAS;LA DORADA;PARTICULAR
GDW732;HUILA;BARAYA;PARTICULAR
UDW739;BOLIVAR;MAGANGUE;PUBLICO
JEW737;BOYACA;GUATEQUE;PARTICULAR
KEW730;ANTIOQUIA;MEDELLIN;PARTICULAR
VEW730;CALDAS;VILLAMARIA;PUBLICO
IGW732;NARINO;TUQUERRES;PARTICULAR
EHW735;SANTANDER;BARRANCABERM;PARTICULAR
RHW736;ANTIOQUIA;RIONEGRO;PARTICULAR
EIW739;SANTANDER;BARRANCABERM;PARTICULAR
RIW738;VALLE;ROLDANILLO;PARTICULAR
FJW735;CAQUETA;FLORENCIA;PARTICULAR
RJW731;VALLE;ROLDANILLO;PARTICULAR
RJW734;VALLE;ROLDANILLO;PARTICULAR
DKW735;CALDAS;LA DORADA;PARTICULAR
JMW737;TOLIMA;GUAYABAL;PARTICULAR
RMW731;VALLE;ROLDANILLO;PARTICULAR
INW738;CASANARE;YOPAL;PARTICULAR
JOW730;TOLIMA;ESPINAL;PARTICULAR
DRW732;BOYACA;DUITAMA;PARTICULAR
DRW734;BOYACA;DUITAMA;PARTICULAR
KTW732;VALLE;GUACARI;PARTICULAR
CUW730;MAGDALENA;CIENAGA;PARTICULAR
LUW730;META;VILLAVICENCI;PARTICULAR
LUW731;META;VILLAVICENCI;PARTICULAR
HVW736;QUINDIO;CALARCA;PARTICULAR
IXW732;CESAR;VALLEDUPAR;PARTICULAR
JXW736;HUILA;GARZON;PARTICULAR
KYW733;ANTIOQUIA;BELLO;PARTICULAR
MYW733;CALDAS;MANIZALES;PARTICULAR
MYW735;CALDAS;MANIZALES;PARTICULAR
MYW737;CALDAS;MANIZALES;PARTICULAR
EZW739;CUNDINAMARCA;SOACHA;PARTICULAR
DAX732;VALLE;CANDELARIA;PARTICULAR
RAX737;ATLANTICO;BARRANQUILLA;PARTICULAR
DBX736;CALDAS;LA DORADA;PARTICULAR
GCX739;CUNDINAMARCA;FACATATIVA;PARTICULAR
JCX730;BOYACA;GUATEQUE;PARTICULAR
KCX733;ANTIOQUIA;MEDELLIN;PARTICULAR
NCX738;CAUCA;PUERTO TEJAD;PARTICULAR
UCX739;BOLIVAR;MAGANGUE;PUBLICO
JDX731;BOYACA;GUATEQUE;PARTICULAR
UDX730;BOLIVAR;MAGANGUE;PUBLICO
JEX736;BOYACA;GUATEQUE;PARTICULAR
REX734;VALLE;CALI;PARTICULAR
MFX730;SANTANDER;MALAGA;PARTICULAR
RFX734;RISARALDA;LA VIRGINIA;PARTICULAR
KGX734;VALLE;GUACARI;PARTICULAR
EHX732;SANTANDER;BARRANCABERM;PARTICULAR
IKX734;NARINO;IPIALES;PARTICULAR
KKX738;VALLE;GUACARI;PARTICULAR
KKX739;VALLE;GUACARI;PARTICULAR
DMX732;CALDAS;LA DORADA;PARTICULAR
KNX734;VALLE;GUACARI;PARTICULAR
TPX737;ATLANTICO;BARRANQUILLA;PUBLICO
TPX738;ATLANTICO;BARRANQUILLA;PUBLICO
BRX736;SANTANDER;BUCARAMANGA;PARTICULAR
JTX737;TOLIMA;FRESNO;PARTICULAR
LTX737;VALLE;TULUA;PARTICULAR
DUX735;CESAR;VALLEDUPAR;PARTICULAR
IWX736;NORTESANTAN;PAMPLONA;PARTICULAR
KWX733;ANTIOQUIA;BELLO;PARTICULAR
CXX732;MAGDALENA;CIENAGA;PARTICULAR
BYX731;VALLE;CALI;PARTICULAR
FYX738;CUNDINAMARCA;FACATATIVA;PARTICULAR
BZX737;VALLE;CALI;PARTICULAR
KZX737;ANTIOQUIA;BELLO;PARTICULAR
TAY737;ANTIOQUIA;MEDELLIN;PUBLICO
WAY738;CALDAS;MANIZALES;PUBLICO
JBY734;BOYACA;GUATEQUE;PARTICULAR
JBY739;BOYACA;GUATEQUE;PARTICULAR
RBY735;ATLANTICO;BARRANQUILLA;PARTICULAR
UDY736;BOLIVAR;MAGANGUE;PUBLICO
JEY739;BOYACA;GUATEQUE;PARTICULAR
KEY732;ANTIOQUIA;MEDELLIN;PARTICULAR
LEY733;ANTIOQUIA;BELLO;PARTICULAR
THY733;ANTIOQUIA;MEDELLIN;PUBLICO
HJY735;CUNDINAMARCA;CHIA;PARTICULAR
PKY737;MAGDALENA;SANTA MARTA;PARTICULAR
RKY731;VALLE;ROLDANILLO;PARTICULAR
KLY739;VALLE;GUACARI;PARTICULAR
SMY731;CUNDINAMARCA;MOSQUERA;PUBLICO
WNY730;QUINDIO;CALARCA;PUBLICO
LOY731;SANTANDER;BARBOSA;PARTICULAR
EQY736;VALLE;LA UNION;PARTICULAR
LQY730;SANTANDER;BARBOSA;PARTICULAR
LQY731;SANTANDER;BARBOSA;PARTICULAR
LQY732;SANTANDER;BARBOSA;PARTICULAR
JRY736;TOLIMA;HONDA;PARTICULAR
LVY738;ANTIOQUIA;ENVIGADO;PARTICULAR
CWY730;MAGDALENA;CIENAGA;PARTICULAR
CWY731;MAGDALENA;CIENAGA;PARTICULAR
CWY739;MAGDALENA;CIENAGA;PARTICULAR
FWY731;CUNDINAMARCA;FACATATIVA;PARTICULAR
HWY732;QUINDIO;CALARCA;PARTICULAR
HWY734;QUINDIO;CALARCA;PARTICULAR
HWY739;QUINDIO;CALARCA;PARTICULAR
JWY739;HUILA;GARZON;PARTICULAR
HXY735;QUINDIO;CALARCA;PARTICULAR
OXY738;CAUCA;POPAYAN;OFICIAL
SXY732;CAUCA;POPAYAN;PUBLICO
EYY738;CUNDINAMARCA;SOACHA;PARTICULAR
FYY738;CUNDINAMARCA;FACATATIVA;PARTICULAR
KYY732;ANTIOQUIA;BELLO;PARTICULAR
LYY733;ANTIOQUIA;ANDES;PARTICULAR
CZY738;MAGDALENA;CIENAGA;PARTICULAR
KZY732;ANTIOQUIA;BELLO;PARTICULAR
MAZ733;VALLE;CALI;PARTICULAR
MAZ734;VALLE;CALI;PARTICULAR
MAZ738;VALLE;CALI;PARTICULAR
JCZ731;BOYACA;GUATEQUE;PARTICULAR
JCZ732;BOYACA;GUATEQUE;PARTICULAR
EDZ736;VALLE;LA UNION;PARTICULAR
JDZ739;BOYACA;GUATEQUE;PARTICULAR
NDZ736;VALLE;CALI;PARTICULAR
EJZ736;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
RJZ736;VALLE;ROLDANILLO;PARTICULAR
OKZ732;ANTIOQUIA;MEDELLIN;OFICIAL
NLZ735;VALLE;CARTAGO;PARTICULAR
GMZ735;BOLIVAR;CARTAGENA;PARTICULAR
RMZ736;VALLE;ROLDANILLO;PARTICULAR
INZ737;CASANARE;YOPAL;PARTICULAR
LNZ736;CORDOBA;LORICA;PARTICULAR
WNZ735;QUINDIO;CALARCA;PUBLICO
GPZ736;META;VILLAVICENCI;PARTICULAR
EQZ738;VALLE;LA UNION;PARTICULAR
KQZ734;VALLE;GUACARI;PARTICULAR
DRZ736;BOYACA;DUITAMA;PARTICULAR
ORZ736;SANTANDER;BUCARAMANGA;OFICIAL
BSZ735;SANTANDER;BUCARAMANGA;PARTICULAR
BTZ739;SANTANDER;BUCARAMANGA;PARTICULAR
CUZ734;MAGDALENA;CIENAGA;PARTICULAR
CUZ735;MAGDALENA;CIENAGA;PARTICULAR
CUZ737;MAGDALENA;CIENAGA;PARTICULAR
CUZ739;MAGDALENA;CIENAGA;PARTICULAR
JUZ733;HUILA;NEIVA;PARTICULAR
HVZ737;QUINDIO;CALARCA;PARTICULAR
IVZ730;NORTESANTAN;OCANA;PARTICULAR
CWZ735;MAGDALENA;CIENAGA;PARTICULAR
HWZ736;QUINDIO;CALARCA;PARTICULAR
KWZ731;ANTIOQUIA;BELLO;PARTICULAR
EXZ735;CUNDINAMARCA;UBATE;PARTICULAR
EXZ738;CUNDINAMARCA;UBATE;PARTICULAR
JXZ733;HUILA;GARZON;PARTICULAR
BYZ738;VALLE;CALI;PARTICULAR
JYZ739;HUILA;GARZON;PARTICULAR
DZZ738;VALLE;BUENAVENTURA;PARTICULAR
JZZ733;ANTIOQUIA;MEDELLIN;PARTICULAR
OZZ738;BOLIVAR;CARTAGENA;PARTICULAR
TDA836;NARINO;TUQUERRES;PUBLICO
WJA837;RISARALDA;ST ROSA DCA;PUBLICO
XJA837;BOYACA;PUERTO BOYAC;PUBLICO
XJA839;BOYACA;PUERTO BOYAC;PUBLICO
BTA830;SANTANDER;BUCARAMANGA;PARTICULAR
BTA832;SANTANDER;BUCARAMANGA;PARTICULAR
DWA832;CESAR;ROBLES (LA P;PARTICULAR
BYA836;VALLE;CALI;PARTICULAR
KJB830;VALLE;GUACARI;PARTICULAR
KJB831;VALLE;GUACARI;PARTICULAR
KJB833;VALLE;GUACARI;PARTICULAR
KJB836;VALLE;GUACARI;PARTICULAR
KJB837;VALLE;GUACARI;PARTICULAR
KJB838;VALLE;GUACARI;PARTICULAR
KJB839;VALLE;GUACARI;PARTICULAR
CWB837;MAGDALENA;CIENAGA;PARTICULAR
CXB834;MAGDALENA;CIENAGA;PARTICULAR
KIC839;VALLE;GUACARI;PARTICULAR
FMC838;TOLIMA;FRESNO;PARTICULAR
BTC835;SANTANDER;BUCARAMANGA;PARTICULAR
BYC831;VALLE;CALI;PARTICULAR
BZC836;VALLE;CALI;PARTICULAR
JID830;BOYACA;DUITAMA;PARTICULAR
GJD833;CUNDINAMARCA;CAQUEZA;PARTICULAR
FMD836;TOLIMA;FRESNO;PARTICULAR
COD830;NORTESANTAN;CONVENCION;PARTICULAR
DSD834;BOYACA;DUITAMA;PARTICULAR
UUD833;NORTESANTAN;OCANA;PUBLICO
YUD833;VALLE;ZARZAL;PARTICULAR
ZUD833;SANTANDER;S VICEN CHUC;PARTICULAR
CVD830;MAGDALENA;CIENAGA;PARTICULAR
BWD834;ANTIOQUIA;SABANETA;PARTICULAR
CXD834;MAGDALENA;CIENAGA;PARTICULAR
CXD836;MAGDALENA;CIENAGA;PARTICULAR
IXD832;VALLE;CAICEDONIA;PARTICULAR
IXD833;VALLE;CAICEDONIA;PARTICULAR
FYD833;CUNDINAMARCA;FACATATIVA;PARTICULAR
KKE835;VALLE;GUACARI;PARTICULAR
RKE835;VALLE;ROLDANILLO;PARTICULAR
SQE834;CUNDINAMARCA;CHIA;PUBLICO
SQE838;CUNDINAMARCA;CHIA;PUBLICO
SXE836;CAUCA;POPAYAN;PUBLICO
BYE837;VALLE;CALI;PARTICULAR
CZE837;MAGDALENA;CIENAGA;PARTICULAR
KGF833;ANTIOQUIA;MEDELLIN;PARTICULAR
SPF834;CUNDINAMARCA;CHIA;PUBLICO
BTF838;SANTANDER;BUCARAMANGA;PARTICULAR
CYF832;MAGDALENA;CIENAGA;PARTICULAR
PFG833;PUTUMAYO;PUERTO ASIS;PARTICULAR
WFG835;CALDAS;RIOSUCIO;PUBLICO
BZG832;VALLE;CALI;PARTICULAR
DAH832;MAGDALENA;CIENAGA;PARTICULAR
DDH833;CALDAS;LA DORADA;PARTICULAR
KGH830;ANTIOQUIA;MEDELLIN;PARTICULAR
KGH833;ANTIOQUIA;MEDELLIN;PARTICULAR
KGH837;ANTIOQUIA;MEDELLIN;PARTICULAR
SLH837;SUCRE;SAMPUES;PUBLICO
COH830;NORTESANTAN;CONVENCION;PARTICULAR
MPI833;CUNDINAMARCA;MOSQUERA;PARTICULAR
BTI830;SANTANDER;BUCARAMANGA;PARTICULAR
SLJ833;SUCRE;SAMPUES;PUBLICO
CXJ830;MAGDALENA;CIENAGA;PARTICULAR
FXJ839;CUNDINAMARCA;FACATATIVA;PARTICULAR
SXJ837;CAUCA;POPAYAN;PUBLICO
HAK831;CALDAS;MANIZALES;PARTICULAR
HCK838;CALDAS;CHINCHINA;PARTICULAR
KCK830;ANTIOQUIA;MEDELLIN;PARTICULAR
RCK835;ATLANTICO;BARRANQUILLA;PARTICULAR
UCK833;BOLIVAR;MAGANGUE;PUBLICO
DDK837;CALDAS;LA DORADA;PARTICULAR
JDK837;BOYACA;GUATEQUE;PARTICULAR
KDK830;ANTIOQUIA;MEDELLIN;PARTICULAR
RDK835;ATLANTICO;BARRANQUILLA;PARTICULAR
NEK836;VALLE;PALMIRA;PARTICULAR
NFK836;VALLE;PALMIRA;PARTICULAR
RGK832;LA GUAJIRA;RIOHACHA;PARTICULAR
TGK837;CUNDINAMARCA;RICAURTE;PUBLICO
SIK834;MAGDALENA;CIENAGA;PUBLICO
LKK830;ANTIOQUIA;ITAGUI;PARTICULAR
CMK831;ANTIOQUIA;FRONTINO;PARTICULAR
SMK831;CUNDINAMARCA;MOSQUERA;PUBLICO
SMK834;CUNDINAMARCA;MOSQUERA;PUBLICO
SMK836;CUNDINAMARCA;MOSQUERA;PUBLICO
DNK838;CALDAS;LA DORADA;PARTICULAR
INK836;CASANARE;YOPAL;PARTICULAR
RNK838;VALLE;ROLDANILLO;PARTICULAR
JOK834;TOLIMA;ESPINAL;PARTICULAR
JRK831;TOLIMA;HONDA;PARTICULAR
HTK836;QUINDIO;ARMENIA;PARTICULAR
JUK836;HUILA;NEIVA;PARTICULAR
UUK835;NORTESANTAN;CONVENCION;PUBLICO
BWK830;ANTIOQUIA;SABANETA;PARTICULAR
DXK839;RISARALDA;DOS QUEBRADA;PARTICULAR
KXK831;ANTIOQUIA;BELLO;PARTICULAR
CYK830;MAGDALENA;CIENAGA;PARTICULAR
CYK838;MAGDALENA;CIENAGA;PARTICULAR
FYK834;CUNDINAMARCA;FACATATIVA;PARTICULAR
FYK838;CUNDINAMARCA;FACATATIVA;PARTICULAR
LZK831;VALLE;CALI;PARTICULAR
RCL835;ATLANTICO;BARRANQUILLA;PARTICULAR
JFL836;BOYACA;SOGAMOSO;PARTICULAR
WHL838;RISARALDA;ST ROSA DCA;PUBLICO
IJL832;NARINO;TUQUERRES;PARTICULAR
RKL830;VALLE;ROLDANILLO;PARTICULAR
RLL839;VALLE;ROLDANILLO;PARTICULAR
JML830;TOLIMA;GUAYABAL;PARTICULAR
DOL830;RISARALDA;DOS QUEBRADA;PARTICULAR
DOL833;RISARALDA;DOS QUEBRADA;PARTICULAR
JOL837;TOLIMA;ESPINAL;PARTICULAR
OOL830;BOLIVAR;CARTAGENA;OFICIAL
JPL833;NORTESANTAN;CUCUTA;PARTICULAR
HRL836;RISARALDA;ST ROSA DCA;PARTICULAR
JRL834;TOLIMA;HONDA;PARTICULAR
BTL836;SANTANDER;BUCARAMANGA;PARTICULAR
GTL838;CAUCA;POPAYAN;PARTICULAR
UUL833;NORTESANTAN;CONVENCION;PUBLICO
DVL830;INT DEL CAQU;EL PAUJIL;PARTICULAR
DVL832;INT DEL CAQU;EL PAUJIL;PARTICULAR
DVL834;INT DEL CAQU;EL PAUJIL;PARTICULAR
DVL839;INT DEL CAQU;EL PAUJIL;PARTICULAR
FVL830;CUNDINAMARCA;FACATATIVA;PARTICULAR
BWL836;ANTIOQUIA;SABANETA;PARTICULAR
KWL837;ANTIOQUIA;BELLO;PARTICULAR
DXL834;RISARALDA;DOS QUEBRADA;PARTICULAR
IXL834;CESAR;VALLEDUPAR;PARTICULAR
IYL830;CESAR;AGUACHICA;PARTICULAR
JYL833;HUILA;GARZON;PARTICULAR
OZL835;ANTIOQUIA;RIONEGRO;OFICIAL
IAM833;SANTANDER;BUCARAMANGA;PARTICULAR
IAM839;SANTANDER;BUCARAMANGA;PARTICULAR
KAM832;ANTIOQUIA;MEDELLIN;PARTICULAR
TAM839;ANTIOQUIA;MEDELLIN;PUBLICO
ICM839;SANTANDER;BUCARAMANGA;PARTICULAR
JDM839;BOYACA;GUATEQUE;PARTICULAR
RDM836;ATLANTICO;BARRANQUILLA;PARTICULAR
VEM839;CALDAS;VILLAMARIA;PUBLICO
PFM835;PUTUMAYO;PUERTO ASIS;PARTICULAR
RGM837;LA GUAJIRA;RIOHACHA;PARTICULAR
RGM839;LA GUAJIRA;RIOHACHA;PARTICULAR
UGM837;CORDOBA;MONTERIA;PUBLICO
GHM837;SANTANDER;GIRON;PARTICULAR
IIM835;NARINO;TUQUERRES;PARTICULAR
KIM833;VALLE;GUACARI;PARTICULAR
LKM830;ANTIOQUIA;ITAGUI;PARTICULAR
LKM839;ANTIOQUIA;ITAGUI;PARTICULAR
GLM835;CUNDINAMARCA;GIRARDOT;PARTICULAR
RNM836;VALLE;ROLDANILLO;PARTICULAR
COM838;NORTESANTAN;CONVENCION;PARTICULAR
GPM830;META;VILLAVICENCI;PARTICULAR
GPM831;META;VILLAVICENCI;PARTICULAR
SPM834;CUNDINAMARCA;CHIA;PUBLICO
FSM835;CUNDINAMARCA;MOSQUERA;PARTICULAR
BTM839;SANTANDER;BUCARAMANGA;PARTICULAR
HTM836;QUINDIO;ARMENIA;PARTICULAR
KTM831;VALLE;GUACARI;PARTICULAR
KTM834;VALLE;GUACARI;PARTICULAR
KTM836;VALLE;GUACARI;PARTICULAR
KTM838;VALLE;GUACARI;PARTICULAR
LUM835;META;VILLAVICENCI;PARTICULAR
CVM837;MAGDALENA;CIENAGA;PARTICULAR
HVM834;QUINDIO;CALARCA;PARTICULAR
BWM830;ANTIOQUIA;SABANETA;PARTICULAR
SWM830;CAUCA;POPAYAN;PUBLICO
MXM838;CALDAS;MANIZALES;PARTICULAR
SZM835;ANTIOQUIA;MEDELLIN;PUBLICO
IAN830;SANTANDER;BUCARAMANGA;PARTICULAR
IAN832;SANTANDER;BUCARAMANGA;PARTICULAR
IAN833;SANTANDER;BUCARAMANGA;PARTICULAR
IAN834;SANTANDER;BUCARAMANGA;PARTICULAR
IAN835;SANTANDER;BUCARAMANGA;PARTICULAR
IAN836;SANTANDER;BUCARAMANGA;PARTICULAR
IAN838;SANTANDER;BUCARAMANGA;PARTICULAR
IAN839;SANTANDER;BUCARAMANGA;PARTICULAR
TAN830;ANTIOQUIA;MEDELLIN;PUBLICO
TAN835;ANTIOQUIA;MEDELLIN;PUBLICO
TAN838;ANTIOQUIA;MEDELLIN;PUBLICO
TAN839;ANTIOQUIA;MEDELLIN;PUBLICO
WAN838;CALDAS;MANIZALES;PUBLICO
GBN831;CUNDINAMARCA;FACATATIVA;PARTICULAR
HBN835;CALDAS;MANIZALES;PARTICULAR
UBN831;BOLIVAR;MAGANGUE;PUBLICO
DCN831;CALDAS;LA DORADA;PARTICULAR
NCN833;CAUCA;PUERTO TEJAD;PARTICULAR
IGN839;NARINO;TUQUERRES;PARTICULAR
EJN838;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
RLN838;VALLE;ROLDANILLO;PARTICULAR
TLN838;ANTIOQUIA;ENVIGADO;PUBLICO
RMN834;VALLE;ROLDANILLO;PARTICULAR
FNN832;TOLIMA;FRESNO;PARTICULAR
LNN838;CORDOBA;LORICA;PARTICULAR
DON835;RISARALDA;DOS QUEBRADA;PARTICULAR
MON832;CUNDINAMARCA;MOSQUERA;PARTICULAR
HQN838;TOLIMA;CHAPARRAL;PARTICULAR
BSN833;SANTANDER;BUCARAMANGA;PARTICULAR
LUN836;META;VILLAVICENCI;PARTICULAR
TUN832;BOLIVAR;TURBACO;PUBLICO
