PLACA;DEPARTAMENTO;CIUDAD;SERVICIO
VEA009;CALDAS;VILLAMARIA;PUBLICO
VFA008;CALDAS;VILLAMARIA;PUBLICO
DJA009;CALDAS;LA DORADA;PARTICULAR
XJA002;BOYACA;PUERTO BOYAC;PUBLICO
XJA009;BOYACA;PUERTO BOYAC;PUBLICO
DLA004;CALDAS;LA DORADA;PARTICULAR
KGB001;ANTIOQUIA;MEDELLIN;PARTICULAR
XJB004;BOYACA;PUERTO BOYAC;PUBLICO
BWB001;ANTIOQUIA;SABANETA;PARTICULAR
BWB005;ANTIOQUIA;SABANETA;PARTICULAR
DIC007;CALDAS;LA DORADA;PARTICULAR
KJC000;VALLE;GUACARI;PARTICULAR
KJC002;VALLE;GUACARI;PARTICULAR
KJC004;VALLE;GUACARI;PARTICULAR
KJC005;VALLE;GUACARI;PARTICULAR
KJC007;VALLE;GUACARI;PARTICULAR
OSC006;SANTANDER;BARBOSA;OFICIAL
USC008;META;VILLAVICENCI;PUBLICO
UUC007;NORTESANTAN;OCANA;PUBLICO
UDD002;BOLIVAR;MAGANGUE;PUBLICO
KGD005;ANTIOQUIA;MEDELLIN;PARTICULAR
BSD006;SANTANDER;BUCARAMANGA;PARTICULAR
USD004;META;VILLAVICENCI;PUBLICO
DTD001;BOYACA;DUITAMA;PARTICULAR
IVD005;NORTESANTAN;OCANA;PARTICULAR
DOE006;RISARALDA;DOS QUEBRADA;PARTICULAR
POE007;CORDOBA;MONTERIA;PARTICULAR
CWE008;MAGDALENA;CIENAGA;PARTICULAR
CYE005;MAGDALENA;CIENAGA;PARTICULAR
BZE001;VALLE;CALI;PARTICULAR
JHF006;BOYACA;PUERTO BOYAC;PARTICULAR
CMF006;ANTIOQUIA;FRONTINO;PARTICULAR
CMF009;ANTIOQUIA;FRONTINO;PARTICULAR
CVF007;MAGDALENA;CIENAGA;PARTICULAR
CZF006;MAGDALENA;CIENAGA;PARTICULAR
CVG008;MAGDALENA;CIENAGA;PARTICULAR
BWG006;ANTIOQUIA;SABANETA;PARTICULAR
CYG006;MAGDALENA;CIENAGA;PARTICULAR
QAH005;ANTIOQUIA;BELLO;PARTICULAR
DCH005;CALDAS;LA DORADA;PARTICULAR
OCH005;VALLE;CANDELARIA;OFICIAL
VEH002;CALDAS;VILLAMARIA;PUBLICO
KGH002;ANTIOQUIA;MEDELLIN;PARTICULAR
FMH004;TOLIMA;FRESNO;PARTICULAR
FRH004;CUNDINAMARCA;MOSQUERA;PARTICULAR
BSH001;SANTANDER;BUCARAMANGA;PARTICULAR
BTH002;SANTANDER;BUCARAMANGA;PARTICULAR
DUH006;CESAR;VALLEDUPAR;PARTICULAR
CVH001;MAGDALENA;CIENAGA;PARTICULAR
CWH005;MAGDALENA;CIENAGA;PARTICULAR
CWH007;MAGDALENA;CIENAGA;PARTICULAR
HEI006;CALDAS;CHINCHINA;PARTICULAR
VEI001;CALDAS;VILLAMARIA;PUBLICO
CGI006;CUNDINAMARCA;CHIA;PARTICULAR
JGI006;BOYACA;SOGAMOSO;PARTICULAR
KGI002;ANTIOQUIA;MEDELLIN;PARTICULAR
KGI004;ANTIOQUIA;MEDELLIN;PARTICULAR
KGI005;ANTIOQUIA;MEDELLIN;PARTICULAR
KGI006;ANTIOQUIA;MEDELLIN;PARTICULAR
KGI007;ANTIOQUIA;MEDELLIN;PARTICULAR
KGI008;ANTIOQUIA;MEDELLIN;PARTICULAR
FII003;CAQUETA;FLORENCIA;PARTICULAR
III003;NARINO;TUQUERRES;PARTICULAR
VII003;CALDAS;VILLAMARIA;PUBLICO
ILI003;NARINO;IPIALES;PARTICULAR
WLI003;RISARALDA;ST ROSA DCA;PUBLICO
BSI004;SANTANDER;BUCARAMANGA;PARTICULAR
DUI007;CESAR;VALLEDUPAR;PARTICULAR
MUI009;CALDAS;MANIZALES;PARTICULAR
IVI003;NORTESANTAN;OCANA;PARTICULAR
DAJ002;MAGDALENA;CIENAGA;PARTICULAR
MIJ003;ANTIOQUIA;MEDELLIN;PARTICULAR
ZTJ007;SANTANDER;S VICEN CHUC;PARTICULAR
CWJ006;MAGDALENA;CIENAGA;PARTICULAR
CXJ001;MAGDALENA;CIENAGA;PARTICULAR
CYJ005;MAGDALENA;CIENAGA;PARTICULAR
BZJ009;VALLE;CALI;PARTICULAR
RZJ004;BOGOTAD.E.;BOGOTA D.E.;PUBLICO
VAK002;CESAR;VALLEDUPAR;PARTICULAR
UCK009;BOLIVAR;MAGANGUE;PUBLICO
CDK002;VALLE;CALI;PARTICULAR
CDK009;VALLE;CALI;PARTICULAR
DDK007;CALDAS;LA DORADA;PARTICULAR
JDK003;BOYACA;GUATEQUE;PARTICULAR
JFK008;BOYACA;SOGAMOSO;PARTICULAR
HGK005;CALDAS;ANSERMA;PARTICULAR
LGK004;ANTIOQUIA;YARUMAL;PARTICULAR
RGK009;LA GUAJIRA;RIOHACHA;PARTICULAR
FKK003;CAQUETA;FLORENCIA;PARTICULAR
JKK003;TOLIMA;IBAGUE;PARTICULAR
LKK004;ANTIOQUIA;ITAGUI;PARTICULAR
RKK009;VALLE;ROLDANILLO;PARTICULAR
IMK007;SANTANDER;BARRANCABERM;PARTICULAR
SMK000;CUNDINAMARCA;MOSQUERA;PUBLICO
SMK004;CUNDINAMARCA;MOSQUERA;PUBLICO
VMK005;VALLE;CANDELARIA;PUBLICO
FNK005;TOLIMA;FRESNO;PARTICULAR
LNK006;CORDOBA;LORICA;PARTICULAR
ROK000;CALDAS;RIOSUCIO;PARTICULAR
FPK002;TOLIMA;FRESNO;PARTICULAR
KPK007;VALLE;GUACARI;PARTICULAR
HQK002;TOLIMA;CHAPARRAL;PARTICULAR
LRK007;SANTANDER;BARBOSA;PARTICULAR
TUK009;BOLIVAR;TURBACO;PUBLICO
CVK009;MAGDALENA;CIENAGA;PARTICULAR
BWK007;ANTIOQUIA;SABANETA;PARTICULAR
JXK009;HUILA;GARZON;PARTICULAR
MXK007;CALDAS;MANIZALES;PARTICULAR
FYK001;CUNDINAMARCA;FACATATIVA;PARTICULAR
FYK009;CUNDINAMARCA;FACATATIVA;PARTICULAR
IYK002;CESAR;AGUACHICA;PARTICULAR
FZK007;CUNDINAMARCA;FACATATIVA;PARTICULAR
RZK005;BOGOTAD.E.;BOGOTA D.E.;PUBLICO
SZK005;ANTIOQUIA;MEDELLIN;PUBLICO
KAL001;ANTIOQUIA;MEDELLIN;PARTICULAR
HBL001;CALDAS;MANIZALES;PARTICULAR
HHL005;CALDAS;SALAMINA;PARTICULAR
QHL005;CUNDINAMARCA;CHIA;PARTICULAR
IIL003;NARINO;TUQUERRES;PARTICULAR
IJL000;NARINO;TUQUERRES;PARTICULAR
JJL000;TOLIMA;IBAGUE;PARTICULAR
RKL009;VALLE;ROLDANILLO;PARTICULAR
GLL006;CUNDINAMARCA;GIRARDOT;PARTICULAR
RLL000;VALLE;ROLDANILLO;PARTICULAR
EML009;TOLIMA;ESPINAL;PARTICULAR
IML003;SANTANDER;BARRANCABERM;PARTICULAR
WML005;QUINDIO;ARMENIA;PUBLICO
DNL002;CALDAS;LA DORADA;PARTICULAR
VNL002;VALLE;SEVILLA;PUBLICO
WNL002;QUINDIO;CALARCA;PUBLICO
FOL008;TOLIMA;FRESNO;PARTICULAR
JOL009;TOLIMA;ESPINAL;PARTICULAR
ROL000;CALDAS;RIOSUCIO;PARTICULAR
ROL007;CALDAS;RIOSUCIO;PARTICULAR
KPL002;VALLE;GUACARI;PARTICULAR
KPL006;VALLE;GUACARI;PARTICULAR
CRL007;BOLIVAR;CARMEN DEBO;PARTICULAR
MSL009;CORDOBA;MONTERIA;PARTICULAR
WSL006;TOLIMA;IBAGUE;PUBLICO
BTL002;SANTANDER;BUCARAMANGA;PARTICULAR
MUL005;CALDAS;MANIZALES;PARTICULAR
CVL009;MAGDALENA;CIENAGA;PARTICULAR
IVL003;NORTESANTAN;OCANA;PARTICULAR
DXL008;RISARALDA;DOS QUEBRADA;PARTICULAR
FXL006;CUNDINAMARCA;FACATATIVA;PARTICULAR
FYL000;CUNDINAMARCA;FACATATIVA;PARTICULAR
FYL005;CUNDINAMARCA;FACATATIVA;PARTICULAR
FYL007;CUNDINAMARCA;FACATATIVA;PARTICULAR
TAM007;ANTIOQUIA;MEDELLIN;PUBLICO
GBM000;CUNDINAMARCA;FACATATIVA;PARTICULAR
KBM009;ANTIOQUIA;MEDELLIN;PARTICULAR
JDM000;BOYACA;GUATEQUE;PARTICULAR
NEM008;VALLE;PALMIRA;PARTICULAR
IFM002;ANTIOQUIA;TURBO;PARTICULAR
RLM009;VALLE;ROLDANILLO;PARTICULAR
DNM004;CALDAS;LA DORADA;PARTICULAR
FNM009;TOLIMA;FRESNO;PARTICULAR
LNM007;CORDOBA;LORICA;PARTICULAR
WNM004;QUINDIO;CALARCA;PUBLICO
DOM002;RISARALDA;DOS QUEBRADA;PARTICULAR
JOM003;TOLIMA;ESPINAL;PARTICULAR
JOM005;TOLIMA;ESPINAL;PARTICULAR
JOM009;TOLIMA;ESPINAL;PARTICULAR
EPM009;VALLE;LA UNION;PARTICULAR
FPM005;TOLIMA;FRESNO;PARTICULAR
SPM003;CUNDINAMARCA;CHIA;PUBLICO
OSM006;CORDOBA;CHINU;OFICIAL
GTM000;CAUCA;POPAYAN;PARTICULAR
GTM003;CAUCA;POPAYAN;PARTICULAR
GTM006;CAUCA;POPAYAN;PARTICULAR
GTM007;CAUCA;POPAYAN;PARTICULAR
RTM009;BOGOTAD.E.;BOGOTA D.E.;PUBLICO
LUM000;META;VILLAVICENCI;PARTICULAR
CVM003;MAGDALENA;CIENAGA;PARTICULAR
GWM008;CAUCA;POPAYAN;PARTICULAR
LWM007;ANTIOQUIA;ENVIGADO;PARTICULAR
DXM009;RISARALDA;DOS QUEBRADA;PARTICULAR
BZM001;VALLE;CALI;PARTICULAR
FZM002;CUNDINAMARCA;FACATATIVA;PARTICULAR
FZM008;CUNDINAMARCA;FACATATIVA;PARTICULAR
RZM007;BOGOTAD.E.;BOGOTA D.E.;PUBLICO
IAN000;SANTANDER;BUCARAMANGA;PARTICULAR
NCN007;CAUCA;PUERTO TEJAD;PARTICULAR
HDN003;CALDAS;CHINCHINA;PARTICULAR
VDN002;CALDAS;VILLAMARIA;PUBLICO
REN006;VALLE;CALI;PARTICULAR
UEN008;BOLIVAR;MOMPOX;PUBLICO
DFN002;CALDAS;LA DORADA;PARTICULAR
EGN002;SANTANDER;BARRANCABERM;PARTICULAR
LKN003;ANTIOQUIA;ITAGUI;PARTICULAR
LKN005;ANTIOQUIA;ITAGUI;PARTICULAR
GLN004;CUNDINAMARCA;GIRARDOT;PARTICULAR
LMN009;ANTIOQUIA;BELLO;PARTICULAR
FNN001;TOLIMA;FRESNO;PARTICULAR
SON004;BOYACA;SOATA;PUBLICO
FPN008;TOLIMA;FRESNO;PARTICULAR
MPN000;CUNDINAMARCA;MOSQUERA;PARTICULAR
WPN001;QUINDIO;CALARCA;PUBLICO
WPN008;QUINDIO;CALARCA;PUBLICO
BRN004;SANTANDER;BUCARAMANGA;PARTICULAR
ESN009;ATLANTICO;MALAMBO;PARTICULAR
HSN000;RISARALDA;LA VIRGINIA;PARTICULAR
GTN008;CAUCA;POPAYAN;PARTICULAR
UTN002;META;VILLAVICENCI;PUBLICO
FUN006;CUNDINAMARCA;FACATATIVA;PARTICULAR
LUN000;META;VILLAVICENCI;PARTICULAR
MUN003;CALDAS;MANIZALES;PARTICULAR
KWN005;ANTIOQUIA;BELLO;PARTICULAR
MWN002;CALDAS;MANIZALES;PARTICULAR
BYN009;VALLE;CALI;PARTICULAR
KYN005;ANTIOQUIA;BELLO;PARTICULAR
BZN009;VALLE;CALI;PARTICULAR
ABO004;BOGOTAD.E.;BOGOTA D.E.;PARTICULAR
ABO006;BOGOTAD.E.;BOGOTA D.E.;PARTICULAR
ABO007;BOGOTAD.E.;BOGOTA D.E.;PARTICULAR
ABO009;BOGOTAD.E.;BOGOTA D.E.;PARTICULAR
DBO003;CALDAS;LA DORADA;PARTICULAR
UBO003;BOLIVAR;MAGANGUE;PUBLICO
LCO005;ANTIOQUIA;MEDELLIN;PARTICULAR
RDO001;ATLANTICO;BARRANQUILLA;PARTICULAR
RDO005;ATLANTICO;BARRANQUILLA;PARTICULAR
UDO001;BOLIVAR;MAGANGUE;PUBLICO
UDO002;BOLIVAR;MAGANGUE;PUBLICO
HEO006;CALDAS;CHINCHINA;PARTICULAR
JEO008;BOYACA;GUATEQUE;PARTICULAR
KEO002;ANTIOQUIA;MEDELLIN;PARTICULAR
REO004;VALLE;CALI;PARTICULAR
JFO004;BOYACA;SOGAMOSO;PARTICULAR
PFO006;PUTUMAYO;PUERTO ASIS;PARTICULAR
RGO008;LA GUAJIRA;RIOHACHA;PARTICULAR
NHO005;VALLE;BUGA;PARTICULAR
IJO001;NARINO;TUQUERRES;PARTICULAR
IJO002;NARINO;TUQUERRES;PARTICULAR
IJO005;NARINO;TUQUERRES;PARTICULAR
TJO001;ANTIOQUIA;ITAGUI;PUBLICO
ELO003;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
DMO009;CALDAS;LA DORADA;PARTICULAR
JNO002;TOLIMA;GUAYABAL;PARTICULAR
DOO009;RISARALDA;DOS QUEBRADA;PARTICULAR
EOO001;TOLIMA;ESPINAL;PARTICULAR
OOO000;CHOCO;QUIBDO;OFICIAL
FPO006;TOLIMA;FRESNO;PARTICULAR
GPO004;META;VILLAVICENCI;PARTICULAR
DQO007;BOYACA;DUITAMA;PARTICULAR
BSO000;SANTANDER;BUCARAMANGA;PARTICULAR
ESO000;ATLANTICO;MALAMBO;PARTICULAR
BTO005;SANTANDER;BUCARAMANGA;PARTICULAR
BTO006;SANTANDER;BUCARAMANGA;PARTICULAR
BTO009;SANTANDER;BUCARAMANGA;PARTICULAR
HTO005;QUINDIO;ARMENIA;PARTICULAR
TTO008;BOLIVAR;TURBACO;PUBLICO
TUO000;BOLIVAR;TURBACO;PUBLICO
CVO009;MAGDALENA;CIENAGA;PARTICULAR
IWO006;NORTESANTAN;PAMPLONA;PARTICULAR
SWO009;CAUCA;POPAYAN;PUBLICO
KXO003;ANTIOQUIA;BELLO;PARTICULAR
GZO009;CALDAS;MANIZALES;PARTICULAR
TAP001;ANTIOQUIA;MEDELLIN;PUBLICO
TAP006;ANTIOQUIA;MEDELLIN;PUBLICO
TAP008;ANTIOQUIA;MEDELLIN;PUBLICO
DEP006;CALDAS;LA DORADA;PARTICULAR
JHP006;BOYACA;DUITAMA;PARTICULAR
MIP001;ANTIOQUIA;MEDELLIN;PARTICULAR
FKP008;CAQUETA;FLORENCIA;PARTICULAR
TLP002;ANTIOQUIA;ENVIGADO;PUBLICO
RNP009;VALLE;ROLDANILLO;PARTICULAR
IOP007;SANTANDER;SAN GIL;PARTICULAR
LOP004;SANTANDER;BARBOSA;PARTICULAR
CPP006;CUNDINAMARCA;CAQUEZA;PARTICULAR
FPP000;TOLIMA;FRESNO;PARTICULAR
LRP007;SANTANDER;BARBOSA;PARTICULAR
BTP009;SANTANDER;BUCARAMANGA;PARTICULAR
TTP003;BOLIVAR;TURBACO;PUBLICO
UTP003;META;VILLAVICENCI;PUBLICO
CUP008;NORTESANTAN;CUCUTA;PARTICULAR
CVP005;MAGDALENA;CIENAGA;PARTICULAR
LWP005;ANTIOQUIA;ENVIGADO;PARTICULAR
CXP005;MAGDALENA;CIENAGA;PARTICULAR
KYP003;ANTIOQUIA;BELLO;PARTICULAR
HAQ009;CALDAS;MANIZALES;PARTICULAR
ABQ001;BOGOTAD.E.;BOGOTA D.E.;PARTICULAR
ABQ004;BOGOTAD.E.;BOGOTA D.E.;PARTICULAR
ABQ005;BOGOTAD.E.;BOGOTA D.E.;PARTICULAR
ABQ006;BOGOTAD.E.;BOGOTA D.E.;PARTICULAR
ABQ007;BOGOTAD.E.;BOGOTA D.E.;PARTICULAR
ABQ008;BOGOTAD.E.;BOGOTA D.E.;PARTICULAR
ABQ009;BOGOTAD.E.;BOGOTA D.E.;PARTICULAR
DBQ005;CALDAS;LA DORADA;PARTICULAR
LCQ005;ANTIOQUIA;MEDELLIN;PARTICULAR
DDQ000;CALDAS;LA DORADA;PARTICULAR
HEQ006;CALDAS;CHINCHINA;PARTICULAR
KEQ002;ANTIOQUIA;MEDELLIN;PARTICULAR
TEQ001;CESAR;ROBLES (LA P;PUBLICO
XEQ002;BOYACA;GUATEQUE;PUBLICO
IFQ000;ANTIOQUIA;TURBO;PARTICULAR
RGQ008;LA GUAJIRA;RIOHACHA;PARTICULAR
IJQ000;NARINO;TUQUERRES;PARTICULAR
KJQ007;VALLE;GUACARI;PARTICULAR
RKQ006;VALLE;ROLDANILLO;PARTICULAR
LLQ002;ANTIOQUIA;ITAGUI;PARTICULAR
RLQ007;VALLE;ROLDANILLO;PARTICULAR
TLQ000;ANTIOQUIA;ENVIGADO;PUBLICO
TLQ003;ANTIOQUIA;ENVIGADO;PUBLICO
DOQ007;RISARALDA;DOS QUEBRADA;PARTICULAR
LPQ002;SANTANDER;BARBOSA;PARTICULAR
DQQ007;BOYACA;DUITAMA;PARTICULAR
EQQ008;VALLE;LA UNION;PARTICULAR
HSQ008;RISARALDA;LA VIRGINIA;PARTICULAR
JSQ007;TOLIMA;MELGAR;PARTICULAR
SSQ003;CUNDINAMARCA;FUSAGASUGA;PUBLICO
JTQ006;TOLIMA;FRESNO;PARTICULAR
MTQ008;CALDAS;MANIZALES;PARTICULAR
NTQ004;VALLE;BUENAVENTURA;PARTICULAR
JWQ004;HUILA;GARZON;PARTICULAR
KXQ005;ANTIOQUIA;BELLO;PARTICULAR
KXQ006;ANTIOQUIA;BELLO;PARTICULAR
BYQ003;VALLE;CALI;PARTICULAR
FBR006;CUNDINAMARCA;SOACHA;PARTICULAR
GBR001;CUNDINAMARCA;FACATATIVA;PARTICULAR
CCR008;VALLE;CALI;PARTICULAR
GCR002;CUNDINAMARCA;FACATATIVA;PARTICULAR
MCR008;VALLE;CALI;PARTICULAR
NCR007;CAUCA;PUERTO TEJAD;PARTICULAR
NCR009;CAUCA;PUERTO TEJAD;PARTICULAR
KER002;ANTIOQUIA;MEDELLIN;PARTICULAR
KER005;ANTIOQUIA;MEDELLIN;PARTICULAR
KER008;ANTIOQUIA;MEDELLIN;PARTICULAR
KER009;ANTIOQUIA;MEDELLIN;PARTICULAR
NER008;VALLE;PALMIRA;PARTICULAR
VER000;CALDAS;VILLAMARIA;PUBLICO
VER006;CALDAS;VILLAMARIA;PUBLICO
WER002;CALDAS;RIOSUCIO;PUBLICO
HFR001;CALDAS;LA DORADA;PARTICULAR
JFR002;BOYACA;SOGAMOSO;PARTICULAR
JFR009;BOYACA;SOGAMOSO;PARTICULAR
PFR005;PUTUMAYO;PUERTO ASIS;PARTICULAR
TFR000;META;ACACIAS;PUBLICO
LGR009;ANTIOQUIA;YARUMAL;PARTICULAR
NGR005;VALLE;BUGA;PARTICULAR
NGR007;VALLE;BUGA;PARTICULAR
WGR002;RISARALDA;PEREIRA;PUBLICO
GHR005;SANTANDER;GIRON;PARTICULAR
HHR008;CALDAS;SALAMINA;PARTICULAR
LHR003;ANTIOQUIA;MEDELLIN;PARTICULAR
QHR008;CUNDINAMARCA;CHIA;PARTICULAR
RHR005;ANTIOQUIA;RIONEGRO;PARTICULAR
LLR000;ANTIOQUIA;ITAGUI;PARTICULAR
CMR007;ANTIOQUIA;FRONTINO;PARTICULAR
RMR007;VALLE;ROLDANILLO;PARTICULAR
DNR009;CALDAS;LA DORADA;PARTICULAR
GPR006;META;VILLAVICENCI;PARTICULAR
UPR006;CORDOBA;MONTERIA;PUBLICO
WPR007;QUINDIO;CALARCA;PUBLICO
IRR001;SANTANDER;SOCORRO;PARTICULAR
KSR009;VALLE;GUACARI;PARTICULAR
IVR002;NORTESANTAN;OCANA;PARTICULAR
IVR007;NORTESANTAN;OCANA;PARTICULAR
IVR009;NORTESANTAN;OCANA;PARTICULAR
JVR003;HUILA;NEIVA;PARTICULAR
BWR001;ANTIOQUIA;SABANETA;PARTICULAR
HAS000;CALDAS;MANIZALES;PARTICULAR
HAS008;CALDAS;MANIZALES;PARTICULAR
MBS003;VALLE;CALI;PARTICULAR
RBS005;ATLANTICO;BARRANQUILLA;PARTICULAR
DCS008;CALDAS;LA DORADA;PARTICULAR
KES001;ANTIOQUIA;MEDELLIN;PARTICULAR
KES008;ANTIOQUIA;MEDELLIN;PARTICULAR
RES003;VALLE;CALI;PARTICULAR
HJS009;CUNDINAMARCA;CHIA;PARTICULAR
KJS001;VALLE;GUACARI;PARTICULAR
LLS007;ANTIOQUIA;ITAGUI;PARTICULAR
WLS006;RISARALDA;LA VIRGINIA;PUBLICO
JMS008;TOLIMA;GUAYABAL;PARTICULAR
RMS001;VALLE;ROLDANILLO;PARTICULAR
SMS008;CUNDINAMARCA;MOSQUERA;PUBLICO
JNS008;TOLIMA;GUAYABAL;PARTICULAR
EPS001;VALLE;LA UNION;PARTICULAR
WPS008;QUINDIO;CALARCA;PUBLICO
URS002;META;VILLAVICENCI;PUBLICO
HSS003;RISARALDA;LA VIRGINIA;PARTICULAR
SSS001;CUNDINAMARCA;FUSAGASUGA;PUBLICO
JTS009;TOLIMA;FRESNO;PARTICULAR
IXS009;CESAR;VALLEDUPAR;PARTICULAR
JXS002;HUILA;GARZON;PARTICULAR
KXS002;ANTIOQUIA;BELLO;PARTICULAR
MXS008;CALDAS;MANIZALES;PARTICULAR
EAT000;VALLE;BUENAVENTURA;PARTICULAR
DBT006;CALDAS;LA DORADA;PARTICULAR
KBT004;ANTIOQUIA;MEDELLIN;PARTICULAR
KBT007;ANTIOQUIA;MEDELLIN;PARTICULAR
MBT006;VALLE;CALI;PARTICULAR
JCT004;BOYACA;GUATEQUE;PARTICULAR
UCT001;BOLIVAR;MAGANGUE;PUBLICO
UCT006;BOLIVAR;MAGANGUE;PUBLICO
JET000;BOYACA;GUATEQUE;PARTICULAR
KET000;ANTIOQUIA;MEDELLIN;PARTICULAR
KET001;ANTIOQUIA;MEDELLIN;PARTICULAR
KET002;ANTIOQUIA;MEDELLIN;PARTICULAR
KET003;ANTIOQUIA;MEDELLIN;PARTICULAR
KET004;ANTIOQUIA;MEDELLIN;PARTICULAR
KET005;ANTIOQUIA;MEDELLIN;PARTICULAR
KET007;ANTIOQUIA;MEDELLIN;PARTICULAR
KET009;ANTIOQUIA;MEDELLIN;PARTICULAR
NFT005;VALLE;PALMIRA;PARTICULAR
KGT004;VALLE;GUACARI;PARTICULAR
KGT006;VALLE;GUACARI;PARTICULAR
UHT005;CORDOBA;MONTERIA;PUBLICO
JJT002;TOLIMA;IBAGUE;PARTICULAR
JJT008;TOLIMA;IBAGUE;PARTICULAR
JJT009;TOLIMA;IBAGUE;PARTICULAR
KJT003;VALLE;GUACARI;PARTICULAR
KJT005;VALLE;GUACARI;PARTICULAR
LJT004;ANTIOQUIA;ITAGUI;PARTICULAR
HLT006;RISARALDA;PEREIRA;PARTICULAR
ILT003;NARINO;IPIALES;PARTICULAR
ILT006;NARINO;IPIALES;PARTICULAR
JLT009;TOLIMA;GUAYABAL;PARTICULAR
NLT006;VALLE;CARTAGO;PARTICULAR
RLT003;VALLE;ROLDANILLO;PARTICULAR
RLT004;VALLE;ROLDANILLO;PARTICULAR
RLT006;VALLE;ROLDANILLO;PARTICULAR
ULT006;SUCRE;SINCELEJO;PUBLICO
VLT006;VALLE;BUGA;PUBLICO
WLT000;RISARALDA;LA VIRGINIA;PUBLICO
WLT003;RISARALDA;LA VIRGINIA;PUBLICO
WLT004;RISARALDA;LA VIRGINIA;PUBLICO
WLT005;RISARALDA;LA VIRGINIA;PUBLICO
WLT006;RISARALDA;LA VIRGINIA;PUBLICO
LMT000;ANTIOQUIA;BELLO;PARTICULAR
LNT003;CORDOBA;LORICA;PARTICULAR
WNT004;QUINDIO;CALARCA;PUBLICO
DOT006;RISARALDA;DOS QUEBRADA;PARTICULAR
WOT006;QUINDIO;CALARCA;PUBLICO
IPT009;SANTANDER;BARBOSA;PARTICULAR
TPT009;ATLANTICO;BARRANQUILLA;PUBLICO
BRT005;SANTANDER;BUCARAMANGA;PARTICULAR
SST003;CUNDINAMARCA;FUSAGASUGA;PUBLICO
BTT007;SANTANDER;BUCARAMANGA;PARTICULAR
ETT001;ATLANTICO;GALAPA;PARTICULAR
STT007;CUNDINAMARCA;FUSAGASUGA;PUBLICO
CUT004;NORTESANTAN;CUCUTA;PARTICULAR
DUT009;CESAR;VALLEDUPAR;PARTICULAR
IUT008;NORTESANTAN;OCANA;PARTICULAR
MUT004;CALDAS;MANIZALES;PARTICULAR
MUT005;CALDAS;MANIZALES;PARTICULAR
MUT007;CALDAS;MANIZALES;PARTICULAR
MUT008;CALDAS;MANIZALES;PARTICULAR
MUT009;CALDAS;MANIZALES;PARTICULAR
IWT007;NORTESANTAN;PAMPLONA;PARTICULAR
KXT007;ANTIOQUIA;BELLO;PARTICULAR
KYT005;ANTIOQUIA;BELLO;PARTICULAR
BZT009;VALLE;CALI;PARTICULAR
CZT005;MAGDALENA;CIENAGA;PARTICULAR
LZT009;VALLE;CALI;PARTICULAR
SZT003;ANTIOQUIA;MEDELLIN;PUBLICO
HAU007;CALDAS;MANIZALES;PARTICULAR
TAU009;ANTIOQUIA;MEDELLIN;PUBLICO
DCU002;CALDAS;LA DORADA;PARTICULAR
JCU008;BOYACA;GUATEQUE;PARTICULAR
RCU009;ATLANTICO;BARRANQUILLA;PARTICULAR
UCU002;BOLIVAR;MAGANGUE;PUBLICO
DDU006;CALDAS;LA DORADA;PARTICULAR
GEU004;HUILA;BARAYA;PARTICULAR
KEU000;ANTIOQUIA;MEDELLIN;PARTICULAR
KEU003;ANTIOQUIA;MEDELLIN;PARTICULAR
KEU007;ANTIOQUIA;MEDELLIN;PARTICULAR
KEU008;ANTIOQUIA;MEDELLIN;PARTICULAR
REU004;VALLE;CALI;PARTICULAR
IFU004;ANTIOQUIA;TURBO;PARTICULAR
IFU008;ANTIOQUIA;TURBO;PARTICULAR
RHU009;ANTIOQUIA;RIONEGRO;PARTICULAR
IIU003;NARINO;TUQUERRES;PARTICULAR
KIU009;VALLE;GUACARI;PARTICULAR
KJU000;VALLE;GUACARI;PARTICULAR
LJU005;ANTIOQUIA;ITAGUI;PARTICULAR
LJU007;ANTIOQUIA;ITAGUI;PARTICULAR
LJU008;ANTIOQUIA;ITAGUI;PARTICULAR
RJU006;VALLE;ROLDANILLO;PARTICULAR
JLU007;TOLIMA;GUAYABAL;PARTICULAR
LLU002;ANTIOQUIA;ITAGUI;PARTICULAR
DMU008;CALDAS;LA DORADA;PARTICULAR
ENU009;TOLIMA;ESPINAL;PARTICULAR
WNU002;QUINDIO;CALARCA;PUBLICO
KSU005;VALLE;GUACARI;PARTICULAR
BTU008;SANTANDER;BUCARAMANGA;PARTICULAR
GUU007;CAUCA;POPAYAN;PARTICULAR
KUU003;ANTIOQUIA;BELLO;PARTICULAR
LUU003;META;VILLAVICENCI;PARTICULAR
UUU003;NORTESANTAN;CONVENCION;PUBLICO
HVU008;QUINDIO;CALARCA;PARTICULAR
IVU003;NORTESANTAN;OCANA;PARTICULAR
BYU005;VALLE;CALI;PARTICULAR
CYU004;MAGDALENA;CIENAGA;PARTICULAR
IYU003;CESAR;AGUACHICA;PARTICULAR
LZU002;VALLE;CALI;PARTICULAR
DAV001;VALLE;CANDELARIA;PARTICULAR
DAV003;VALLE;CANDELARIA;PARTICULAR
DAV006;VALLE;CANDELARIA;PARTICULAR
GAV005;CUNDINAMARCA;FACATATIVA;PARTICULAR
IAV005;SANTANDER;BUCARAMANGA;PARTICULAR
TAV005;ANTIOQUIA;MEDELLIN;PUBLICO
EBV007;VALLE;BUENAVENTURA;PARTICULAR
