PLACA;DEPARTAMENTO;CIUDAD;SERVICIO
BBV736;BOLIVAR;TURBACO;PARTICULAR
CJA465;CUNDINAMARCA;CHIA;PARTICULAR
BNI854;BOLIVAR;TURBACO;PARTICULAR
CSM150;BOLIVAR;ARJONA;PARTICULAR
BNX545;BOLIVAR;TURBACO;PARTICULAR
CGW455;ANTIOQUIA;CAUCASIA;PARTICULAR
BCS136;BOLIVAR;TURBACO;PARTICULAR
BHK234;BOLIVAR;TURBACO;PARTICULAR
QFQ645;META;VILLAVICENCI;PARTICULAR
ZIA088;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
BMO629;BOLIVAR;TURBACO;PARTICULAR
BHB961;BOLIVAR;TURBACO;PARTICULAR
DBB503;CALDAS;LA DORADA;PARTICULAR
CUC562;NORTESANTAN;CUCUTA;PARTICULAR
CSF800;BOLIVAR;ARJONA;PARTICULAR
MCF853;PUTUMAYO;MOCOA;PARTICULAR
FDP593;CUNDINAMARCA;FUSAGASUGA;PARTICULAR
XIA848;BOYACA;DUITAMA;PUBLICO
CSE990;BOLIVAR;ARJONA;PARTICULAR
NAS162;VALLE;CALI;PARTICULAR
ZGB829;SANTANDER;SAN GIL;PARTICULAR
BMG059;BOLIVAR;TURBACO;PARTICULAR
BHF740;BOLIVAR;TURBACO;PARTICULAR
BOP681;BOLIVAR;TURBACO;PARTICULAR
BPJ689;BOLIVAR;TURBACO;PARTICULAR
GRE120;CAUCA;POPAYAN;PARTICULAR
DUD760;CESAR;VALLEDUPAR;PARTICULAR
BGC774;BOLIVAR;TURBACO;PARTICULAR
IBS396;SANTANDER;BUCARAMANGA;PARTICULAR
VCV942;CALDAS;VILLAMARIA;PUBLICO
CEM538;CUNDINAMARCA;CHIA;PARTICULAR
SNT494;CUNDINAMARCA;SOACHA;PUBLICO
QFK339;META;VILLAVICENCI;PARTICULAR
DUA351;CESAR;VALLEDUPAR;PARTICULAR
BHT114;BOLIVAR;TURBACO;PARTICULAR
CSG792;BOLIVAR;ARJONA;PARTICULAR
BEY769;BOLIVAR;TURBACO;PARTICULAR
XIB223;BOYACA;DUITAMA;PUBLICO
CKA544;CORDOBA;CHINU;PARTICULAR
NAG096;VALLE;CALI;PARTICULAR
CBY618;VALLE;CALI;PARTICULAR
BMV613;BOLIVAR;TURBACO;PARTICULAR
TXC546;CAUCA;MIRANDA;PUBLICO
BLY662;BOLIVAR;TURBACO;PARTICULAR
BOZ179;BOLIVAR;TURBACO;PARTICULAR
TTC802;ANTIOQUIA;STA ROSAD O;PUBLICO
QFN567;META;VILLAVICENCI;PARTICULAR
IDG612;SANTANDER;BUCARAMANGA;PARTICULAR
BLM286;BOLIVAR;TURBACO;PARTICULAR
XIC377;BOYACA;DUITAMA;PUBLICO
BED035;BOLIVAR;TURBACO;PARTICULAR
BMS589;BOLIVAR;TURBACO;PARTICULAR
SGW664;CAUCA;PATIA(ELBOR;PUBLICO
MMK445;BOYACA;MONIQUIRA;PARTICULAR
BGL036;BOLIVAR;TURBACO;PARTICULAR
OJK509;CUNDINAMARCA;ZIPAQUIRA;OFICIAL
DYL977;CASANARE;YOPAL;PARTICULAR
PSE966;NARINO;PASTO;PARTICULAR
XIB398;BOYACA;DUITAMA;PUBLICO
CRG205;BOLIVAR;CARMEN DEBO;PARTICULAR
DUE989;CESAR;VALLEDUPAR;PARTICULAR
OJK271;CUNDINAMARCA;ZIPAQUIRA;OFICIAL
QFL396;META;VILLAVICENCI;PARTICULAR
QFP080;META;VILLAVICENCI;PARTICULAR
BHR493;BOLIVAR;TURBACO;PARTICULAR
QCA435;CORDOBA;MONTERIA;PARTICULAR
OAV986;CASANARE;YOPAL;OFICIAL
GRD556;CAUCA;POPAYAN;PARTICULAR
BBR295;BOLIVAR;TURBACO;PARTICULAR
XIA769;BOYACA;DUITAMA;PUBLICO
REG845;VALLE;CALI;PARTICULAR
BFT284;BOLIVAR;TURBACO;PARTICULAR
NAS518;VALLE;CALI;PARTICULAR
IUL274;NORTESANTAN;OCANA;PARTICULAR
BBX862;BOLIVAR;TURBACO;PARTICULAR
ASI615;BOGOTAD.E.;BOGOTA D.E.;PARTICULAR
XVO080;SANTANDER;BARRANCABERM;PUBLICO
SUD223;CUNDINAMARCA;FUSAGASUGA;PUBLICO
DAU805;VALLE;CANDELARIA;PARTICULAR
BMN028;BOLIVAR;TURBACO;PARTICULAR
BLT252;BOLIVAR;TURBACO;PARTICULAR
JID135;BOYACA;DUITAMA;PARTICULAR
BOK121;BOLIVAR;TURBACO;PARTICULAR
SOE034;CUNDINAMARCA;SOACHA;PUBLICO
BBR021;BOLIVAR;TURBACO;PARTICULAR
BLI502;BOLIVAR;TURBACO;PARTICULAR
GIW530;CUNDINAMARCA;CAQUEZA;PARTICULAR
UFP108;MAGDALENA;SANTA MARTA;PUBLICO
DAP922;VALLE;CANDELARIA;PARTICULAR
CBI237;VALLE;CALI;PARTICULAR
QFO813;META;VILLAVICENCI;PARTICULAR
XLJ578;SANTANDER;BUCARAMANGA;PUBLICO
BVD789;BOLIVAR;TURBACO;PARTICULAR
MMW227;BOYACA;MONIQUIRA;PARTICULAR
GRA687;CAUCA;POPAYAN;PARTICULAR
CSU897;BOLIVAR;ARJONA;PARTICULAR
DUC115;CESAR;VALLEDUPAR;PARTICULAR
BMS182;BOLIVAR;TURBACO;PARTICULAR
BAB359;BOLIVAR;TURBACO;PARTICULAR
ZIS199;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
QFS502;META;VILLAVICENCI;PARTICULAR
EVZ374;CUNDINAMARCA;MOSQUERA;PARTICULAR
XVP716;SANTANDER;BARRANCABERM;PUBLICO
BAR735;BOLIVAR;TURBACO;PARTICULAR
GPD521;META;VILLAVICENCI;PARTICULAR
ZTA128;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
DUE326;CESAR;VALLEDUPAR;PARTICULAR
GMK887;BOLIVAR;CARTAGENA;PARTICULAR
CIM632;CUNDINAMARCA;CHIA;PARTICULAR
BNZ664;BOLIVAR;TURBACO;PARTICULAR
EWY730;CUNDINAMARCA;MOSQUERA;PARTICULAR
BAM532;BOLIVAR;TURBACO;PARTICULAR
ARS492;BOGOTAD.E.;BOGOTA D.E.;PARTICULAR
CKH057;CORDOBA;CHINU;PARTICULAR
EWM229;CUNDINAMARCA;MOSQUERA;PARTICULAR
GRD049;CAUCA;POPAYAN;PARTICULAR
DUE685;CESAR;VALLEDUPAR;PARTICULAR
NAQ584;VALLE;CALI;PARTICULAR
TRH965;BOYACA;MIRAFLORES;PUBLICO
NOT657;VALLE;TULUA;PARTICULAR
SAK327;CAUCA;POPAYAN;PUBLICO
BMQ812;BOLIVAR;TURBACO;PARTICULAR
BPF418;BOLIVAR;TURBACO;PARTICULAR
CNC578;VALLE;CAICEDONIA;PARTICULAR
BMV850;BOLIVAR;TURBACO;PARTICULAR
CJC031;CUNDINAMARCA;CHIA;PARTICULAR
SOT075;ANTIOQUIA;SABANETA;PUBLICO
BAO470;BOLIVAR;TURBACO;PARTICULAR
XIC946;BOYACA;DUITAMA;PUBLICO
QFP709;META;VILLAVICENCI;PARTICULAR
EWC630;ANTIOQUIA;ENVIGADO;PARTICULAR
CQN361;CUNDINAMARCA;LA CALERA;PARTICULAR
BJT136;BOLIVAR;TURBACO;PARTICULAR
BIQ745;BOLIVAR;TURBACO;PARTICULAR
BLR593;BOLIVAR;TURBACO;PARTICULAR
BDJ805;BOLIVAR;TURBACO;PARTICULAR
GGL317;HUILA;CAMPOALEGRE;PARTICULAR
ZIS280;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
PEO618;TOLIMA;PURIFICACION;PARTICULAR
BLJ980;BOLIVAR;TURBACO;PARTICULAR
BBN944;BOLIVAR;TURBACO;PARTICULAR
BGC575;BOLIVAR;TURBACO;PARTICULAR
AWM090;NARINO;PASTO;PARTICULAR
BIS753;BOLIVAR;TURBACO;PARTICULAR
CRX385;CUNDINAMARCA;LA CALERA;PARTICULAR
CIT031;CUNDINAMARCA;CHIA;PARTICULAR
QHX248;NORTESANTAN;OCANA;PARTICULAR
DUE223;CESAR;VALLEDUPAR;PARTICULAR
BDM387;BOLIVAR;TURBACO;PARTICULAR
AMA769;BOGOTAD.E.;BOGOTA D.E.;PARTICULAR
GNG991;ATLANTICO;PUERTO COLOM;PARTICULAR
BIU292;BOLIVAR;TURBACO;PARTICULAR
EDP816;VALLE;LA UNION;PARTICULAR
ZGB814;SANTANDER;SAN GIL;PARTICULAR
FDH770;CUNDINAMARCA;SOACHA;PARTICULAR
BGO813;BOLIVAR;TURBACO;PARTICULAR
BES373;BOLIVAR;TURBACO;PARTICULAR
BFB519;BOLIVAR;TURBACO;PARTICULAR
BOP367;BOLIVAR;TURBACO;PARTICULAR
MQB966;TOLIMA;MARIQUITA;PARTICULAR
BAF664;BOLIVAR;TURBACO;PARTICULAR
BJN586;BOLIVAR;TURBACO;PARTICULAR
BKP586;BOLIVAR;TURBACO;PARTICULAR
HIL040;CALDAS;AGUADAS;PARTICULAR
BLY592;BOLIVAR;TURBACO;PARTICULAR
BOT581;BOLIVAR;TURBACO;PARTICULAR
NVV063;NARINO;PASTO;PARTICULAR
BUT864;BOLIVAR;TURBACO;PARTICULAR
BIP334;BOLIVAR;TURBACO;PARTICULAR
GIX757;CUNDINAMARCA;CAQUEZA;PARTICULAR
BKC775;BOLIVAR;TURBACO;PARTICULAR
CHM082;ANTIOQUIA;CAUCASIA;PARTICULAR
VSE935;NARINO;PASTO;PUBLICO
CSO433;BOLIVAR;ARJONA;PARTICULAR
SGK052;CAUCA;PATIA(ELBOR;PUBLICO
HJI019;CALDAS;MANZANARES;PARTICULAR
FTL097;CUNDINAMARCA;MOSQUERA;PARTICULAR
GGN488;HUILA;CAMPOALEGRE;PARTICULAR
CRU264;CUNDINAMARCA;LA CALERA;PARTICULAR
BFA602;BOLIVAR;TURBACO;PARTICULAR
EMA150;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
QFW521;ATLANTICO;BARRANQUILLA;PARTICULAR
GDG673;HUILA;BARAYA;PARTICULAR
BVI664;BOLIVAR;TURBACO;PARTICULAR
BON502;BOLIVAR;TURBACO;PARTICULAR
GKB255;CUNDINAMARCA;CHIA;PARTICULAR
BDE107;BOLIVAR;TURBACO;PARTICULAR
BCA024;BOLIVAR;TURBACO;PARTICULAR
BFF382;BOLIVAR;TURBACO;PARTICULAR
VAQ307;VALLE;CALI;PUBLICO
AUU213;ATLANTICO;SOLEDAD;PARTICULAR
CIQ893;CUNDINAMARCA;CHIA;PARTICULAR
CAN620;VALLE;CALI;PARTICULAR
CJK341;VALLE;CALI;PARTICULAR
FAQ899;CUNDINAMARCA;SOACHA;PARTICULAR
NVP625;NARINO;PASTO;PARTICULAR
MAO030;CALDAS;MANZANARES;PARTICULAR
DUB907;CESAR;VALLEDUPAR;PARTICULAR
BAY332;BOLIVAR;TURBACO;PARTICULAR
BLP862;BOLIVAR;TURBACO;PARTICULAR
BVH054;BOLIVAR;TURBACO;PARTICULAR
BJK615;BOLIVAR;TURBACO;PARTICULAR
RFL095;RISARALDA;LA VIRGINIA;PARTICULAR
DUC559;CESAR;VALLEDUPAR;PARTICULAR
CHU563;ANTIOQUIA;CAUCASIA;PARTICULAR
BLY089;BOLIVAR;TURBACO;PARTICULAR
BHX414;BOLIVAR;TURBACO;PARTICULAR
PNA188;CORDOBA;MONTERIA;PARTICULAR
OCR189;BOYACA;CHIQUINQUIRA;OFICIAL
DUE654;CESAR;VALLEDUPAR;PARTICULAR
BOG455;BOLIVAR;TURBACO;PARTICULAR
TPK818;ATLANTICO;BARRANQUILLA;PUBLICO
BIL094;BOLIVAR;TURBACO;PARTICULAR
SAQ135;NARIÑO;PUPIALES;PUBLICO
BHZ915;BOLIVAR;TURBACO;PARTICULAR
BUS314;BOLIVAR;TURBACO;PARTICULAR
GQM589;META;VILLAVICENCI;PARTICULAR
FAU322;CUNDINAMARCA;SOACHA;PARTICULAR
BEL853;BOLIVAR;TURBACO;PARTICULAR
OEO281;BOLIVAR;CLEMENCIA;OFICIAL
BFB864;BOLIVAR;TURBACO;PARTICULAR
CRJ154;BOLIVAR;CARMEN DEBO;PARTICULAR
AVB275;ATLANTICO;SOLEDAD;PARTICULAR
IBI027;TOLIMA;IBAGUE;PARTICULAR
DUD625;CESAR;VALLEDUPAR;PARTICULAR
BNF419;BOLIVAR;TURBACO;PARTICULAR
CSC364;BOLIVAR;ARJONA;PARTICULAR
BLI105;BOLIVAR;TURBACO;PARTICULAR
OAH081;NARINO;PASTO;OFICIAL
FLP982;TOLIMA;FRESNO;PARTICULAR
BKK723;BOLIVAR;TURBACO;PARTICULAR
RFO635;RISARALDA;LA VIRGINIA;PARTICULAR
BGK668;BOLIVAR;TURBACO;PARTICULAR
OXK172;ANTIOQUIA;FRONTINO;OFICIAL
XID687;BOYACA;DUITAMA;PUBLICO
XIE369;BOYACA;DUITAMA;PUBLICO
XID849;BOYACA;DUITAMA;PUBLICO
LMH601;ANTIOQUIA;ITAGUI;PARTICULAR
TKN051;ANTIOQUIA;ENVIGADO;PUBLICO
BLZ462;BOLIVAR;TURBACO;PARTICULAR
TRL507;BOYACA;MIRAFLORES;PUBLICO
BFN265;BOLIVAR;TURBACO;PARTICULAR
CSU756;BOLIVAR;ARJONA;PARTICULAR
BUS038;BOLIVAR;TURBACO;PARTICULAR
BBK256;BOLIVAR;TURBACO;PARTICULAR
BBX738;BOLIVAR;TURBACO;PARTICULAR
UTV523;NORTESANTAN;OCANA;PUBLICO
EVG465;ANTIOQUIA;ENVIGADO;PARTICULAR
CGD312;CUNDINAMARCA;CHIA;PARTICULAR
BIO902;BOLIVAR;TURBACO;PARTICULAR
BMJ667;BOLIVAR;TURBACO;PARTICULAR
XID577;BOYACA;DUITAMA;PUBLICO
IXE487;NORTESANTAN;PAMPLONA;PARTICULAR
JAG441;BOYACA;TUNJA;PARTICULAR
MLT164;BOYACA;MONIQUIRA;PARTICULAR
BFJ719;BOLIVAR;TURBACO;PARTICULAR
CID549;CUNDINAMARCA;CHIA;PARTICULAR
BXE136;VALLE;CALI;PARTICULAR
BVJ007;BOLIVAR;TURBACO;PARTICULAR
OXK183;ANTIOQUIA;FRONTINO;OFICIAL
BNP641;BOLIVAR;TURBACO;PARTICULAR
JIC896;BOYACA;DUITAMA;PARTICULAR
LDO855;ANTIOQUIA;LA ESTRELLA;PARTICULAR
INJ524;CASANARE;YOPAL;PARTICULAR
EJC702;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
QHW222;NORTESANTAN;OCANA;PARTICULAR
CSP073;BOLIVAR;ARJONA;PARTICULAR
BMQ512;BOLIVAR;TURBACO;PARTICULAR
PVD467;SUCRE;SINCELEJO;PARTICULAR
AUD031;BOGOTAD.E.;BOGOTA D.E.;PARTICULAR
ZRL951;BOYACA;SOATA;PARTICULAR
LYH650;ANTIOQUIA;ENVIGADO;PARTICULAR
SKZ697;SUCRE;SAMPUES;PUBLICO
ZGO337;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
COW619;CUNDINAMARCA;MINISTERIO T;PUBLICO
DUB725;CESAR;VALLEDUPAR;PARTICULAR
NAH922;VALLE;CALI;PARTICULAR
BVK932;BOLIVAR;TURBACO;PARTICULAR
CST800;BOLIVAR;ARJONA;PARTICULAR
ZGC154;SANTANDER;SAN GIL;PARTICULAR
BJB773;BOLIVAR;TURBACO;PARTICULAR
DUD532;CESAR;VALLEDUPAR;PARTICULAR
ZGC288;SANTANDER;SAN GIL;PARTICULAR
XAC880;BOYACA;TUNJA;PUBLICO
BEE021;BOLIVAR;TURBACO;PARTICULAR
VAW453;VALLE;CALI;PUBLICO
XID832;BOYACA;DUITAMA;PUBLICO
BIK089;BOLIVAR;TURBACO;PARTICULAR
COU879;BOYACA;COMBITA;PARTICULAR
FAT454;CUNDINAMARCA;SOACHA;PARTICULAR
FAY437;CUNDINAMARCA;SOACHA;PARTICULAR
UFV444;MAGDALENA;SANTA MARTA;PUBLICO
DUD477;CESAR;VALLEDUPAR;PARTICULAR
BKR420;BOLIVAR;TURBACO;PARTICULAR
ARG080;QUINDIO;ARMENIA;PARTICULAR
BVI744;BOLIVAR;TURBACO;PARTICULAR
LYG826;ANTIOQUIA;ENVIGADO;PARTICULAR
CKT454;QUINDIO;CALARCA;PARTICULAR
COX267;CUNDINAMARCA;MINISTERIO T;PUBLICO
XIC747;BOYACA;DUITAMA;PUBLICO
DUB161;CESAR;VALLEDUPAR;PARTICULAR
OBC428;BOGOTAD.E.;BOGOTA D.E.;OFICIAL
BAC131;BOLIVAR;TURBACO;PARTICULAR
BKQ712;BOLIVAR;TURBACO;PARTICULAR
ZGB290;SANTANDER;SAN GIL;PARTICULAR
ZGD776;SANTANDER;SAN GIL;PARTICULAR
BON361;BOLIVAR;TURBACO;PARTICULAR
DUE185;CESAR;VALLEDUPAR;PARTICULAR
BNV526;BOLIVAR;TURBACO;PARTICULAR
DUA968;CESAR;VALLEDUPAR;PARTICULAR
FAX681;CUNDINAMARCA;SOACHA;PARTICULAR
BKX944;BOLIVAR;TURBACO;PARTICULAR
ZIP592;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
CTU441;NORTESANTAN;CUCUTA;PARTICULAR
ODO301;MAGDALENA;CIENAGA;OFICIAL
BBD951;BOLIVAR;TURBACO;PARTICULAR
CHU671;ANTIOQUIA;CAUCASIA;PARTICULAR
BLF834;BOLIVAR;TURBACO;PARTICULAR
BUE154;BOLIVAR;TURBACO;PARTICULAR
CSU592;BOLIVAR;ARJONA;PARTICULAR
ARR852;BOGOTAD.E.;BOGOTA D.E.;PARTICULAR
VIK722;NORTESANTAN;VILLA ROSARI;PUBLICO
SKM741;BOYACA;COMBITA;PUBLICO
CHN681;ANTIOQUIA;CAUCASIA;PARTICULAR
ZGB226;SANTANDER;SAN GIL;PARTICULAR
ASB777;BOGOTAD.E.;BOGOTA D.E.;PARTICULAR
CFW447;VALLE;CALI;PARTICULAR
APD968;ANTIOQUIA;APARTADO;PARTICULAR
DUC529;CESAR;VALLEDUPAR;PARTICULAR
BGT125;BOLIVAR;TURBACO;PARTICULAR
BDM627;BOLIVAR;TURBACO;PARTICULAR
IUL277;NORTESANTAN;OCANA;PARTICULAR
ZIP472;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
QFO894;META;VILLAVICENCI;PARTICULAR
BJG815;BOLIVAR;TURBACO;PARTICULAR
LAU687;ANTIOQUIA;MEDELLIN;PARTICULAR
SYT808;NORTESANTAN;CUCUTA;PUBLICO
SQL389;CUNDINAMARCA;FACATATIVA;PUBLICO
ATG660;BOGOTAD.E.;BOGOTA D.E.;PARTICULAR
CGU110;ANTIOQUIA;CAUCASIA;PARTICULAR
XIE315;BOYACA;DUITAMA;PUBLICO
EKN442;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
OLZ738;ANTIOQUIA;STA ROSAD O;OFICIAL
BMH533;BOLIVAR;TURBACO;PARTICULAR
EXF387;ATLANTICO;PUERTO COLOM;PARTICULAR
DUD085;CESAR;VALLEDUPAR;PARTICULAR
MMM369;BOYACA;MONIQUIRA;PARTICULAR
BGC001;BOLIVAR;TURBACO;PARTICULAR
BAN237;BOLIVAR;TURBACO;PARTICULAR
DUE613;CESAR;VALLEDUPAR;PARTICULAR
GNG444;ATLANTICO;PUERTO COLOM;PARTICULAR
EDP104;VALLE;LA UNION;PARTICULAR
QFP144;META;VILLAVICENCI;PARTICULAR
APD479;ANTIOQUIA;APARTADO;PARTICULAR
XAB398;BOYACA;TUNJA;PUBLICO
HKA354;CUNDINAMARCA;CHIA;PARTICULAR
DUE477;CESAR;VALLEDUPAR;PARTICULAR
OUB644;CALDAS;MANIZALES;OFICIAL
BNK241;BOLIVAR;TURBACO;PARTICULAR
BVL463;BOLIVAR;TURBACO;PARTICULAR
CJG875;CUNDINAMARCA;CHIA;PARTICULAR
BHD984;BOLIVAR;TURBACO;PARTICULAR
CJK494;VALLE;CALI;PARTICULAR
BKB275;BOLIVAR;TURBACO;PARTICULAR
NVP087;NARINO;PASTO;PARTICULAR
QFE547;BOYACA;TUNJA;PARTICULAR
BFB387;BOLIVAR;TURBACO;PARTICULAR
OGF074;BOYACA;SOATA;OFICIAL
OFR748;SANTANDER;FLORIDABLANC;OFICIAL
DXQ133;ANTIOQUIA;URRAO;PARTICULAR
BMZ337;BOLIVAR;TURBACO;PARTICULAR
BLW249;BOLIVAR;TURBACO;PARTICULAR
CSC397;BOLIVAR;ARJONA;PARTICULAR
DYG488;CASANARE;YOPAL;PARTICULAR
QFR957;META;VILLAVICENCI;PARTICULAR
XIB461;BOYACA;DUITAMA;PUBLICO
CSI666;BOLIVAR;ARJONA;PARTICULAR
TMK007;VALLE;JAMUNDI;PUBLICO
DUE990;CESAR;VALLEDUPAR;PARTICULAR
BJC784;BOLIVAR;TURBACO;PARTICULAR
OXK089;ANTIOQUIA;FRONTINO;OFICIAL
RCG361;ATLANTICO;BARRANQUILLA;PARTICULAR
BMI741;BOLIVAR;TURBACO;PARTICULAR
BJM620;BOLIVAR;TURBACO;PARTICULAR
OFQ766;SANTANDER;FLORIDABLANC;OFICIAL
DUC322;CESAR;VALLEDUPAR;PARTICULAR
MMQ112;BOYACA;MONIQUIRA;PARTICULAR
HJC078;CUNDINAMARCA;CHIA;PARTICULAR
BHK041;BOLIVAR;TURBACO;PARTICULAR
BIJ516;BOLIVAR;TURBACO;PARTICULAR
QFR091;META;VILLAVICENCI;PARTICULAR
JIA956;BOYACA;DUITAMA;PARTICULAR
OXK091;ANTIOQUIA;FRONTINO;OFICIAL
NOT515;VALLE;TULUA;PARTICULAR
SYQ365;NORTESANTAN;CUCUTA;PUBLICO
CHM288;ANTIOQUIA;CAUCASIA;PARTICULAR
DUD674;CESAR;VALLEDUPAR;PARTICULAR
ZIE331;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
PEJ008;TOLIMA;PURIFICACION;PARTICULAR
OKT514;ANTIOQUIA;SABANETA;OFICIAL
EWT675;CUNDINAMARCA;MOSQUERA;PARTICULAR
BHC310;BOLIVAR;TURBACO;PARTICULAR
FCG816;CUNDINAMARCA;SOACHA;PARTICULAR
BKY794;BOLIVAR;TURBACO;PARTICULAR
OBV282;NARINO;SAMANIEGO;OFICIAL
MLS923;BOYACA;MONIQUIRA;PARTICULAR
SGN393;CAUCA;PATIA(ELBOR;PUBLICO
FLS970;TOLIMA;FRESNO;PARTICULAR
SKM614;BOYACA;COMBITA;PUBLICO
UQY841;NORTESANTAN;CUCUTA;PUBLICO
SKV845;CUNDINAMARCA;ZIPAQUIRA;PUBLICO
CHU492;ANTIOQUIA;CAUCASIA;PARTICULAR
EVQ414;CUNDINAMARCA;MOSQUERA;PARTICULAR
BII370;BOLIVAR;TURBACO;PARTICULAR
IBP252;SANTANDER;BUCARAMANGA;PARTICULAR
HOZ829;TOLIMA;CHAPARRAL;PARTICULAR
BHK227;BOLIVAR;TURBACO;PARTICULAR
XID931;BOYACA;DUITAMA;PUBLICO
DUE841;CESAR;VALLEDUPAR;PARTICULAR
COW698;CUNDINAMARCA;MINISTERIO T;PUBLICO
ZTA189;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
CMV249;BOLIVAR;CLEMENCIA;PARTICULAR
BND720;BOLIVAR;TURBACO;PARTICULAR
PLS741;NORTESANTAN;PAMPLONA;PARTICULAR
AQF071;BOGOTAD.E.;BOGOTA D.E.;PARTICULAR
XIE191;BOYACA;DUITAMA;PUBLICO
TNA102;ANTIOQUIA;BELLO;PUBLICO
BDW046;BOLIVAR;TURBACO;PARTICULAR
CSL641;BOLIVAR;ARJONA;PARTICULAR
OFN912;SANTANDER;FLORIDABLANC;OFICIAL
SKN842;BOYACA;COMBITA;PUBLICO
BOC621;BOLIVAR;TURBACO;PARTICULAR
SVF161;MAGDALENA;PLATO;PUBLICO
BIT539;BOLIVAR;TURBACO;PARTICULAR
JIB799;BOYACA;DUITAMA;PARTICULAR
BOH557;BOLIVAR;TURBACO;PARTICULAR
BMX234;BOLIVAR;TURBACO;PARTICULAR
ZGD734;SANTANDER;SAN GIL;PARTICULAR
BIT816;BOLIVAR;TURBACO;PARTICULAR
BOV029;BOLIVAR;TURBACO;PARTICULAR
UQX479;NORTESANTAN;CUCUTA;PUBLICO
BBY012;BOLIVAR;TURBACO;PARTICULAR
BLH563;BOLIVAR;TURBACO;PARTICULAR
HAH827;CALDAS;MANIZALES;PARTICULAR
BGD509;BOLIVAR;TURBACO;PARTICULAR
CJB876;CUNDINAMARCA;CHIA;PARTICULAR
BLG231;BOLIVAR;TURBACO;PARTICULAR
PET647;TOLIMA;PURIFICACION;PARTICULAR
FDH639;CUNDINAMARCA;SOACHA;PARTICULAR
QFN495;META;VILLAVICENCI;PARTICULAR
BEV702;BOLIVAR;TURBACO;PARTICULAR
QFS063;META;VILLAVICENCI;PARTICULAR
QHW467;NORTESANTAN;OCANA;PARTICULAR
IUL420;NORTESANTAN;OCANA;PARTICULAR
ASE390;BOGOTAD.E.;BOGOTA D.E.;PARTICULAR
DUD960;CESAR;VALLEDUPAR;PARTICULAR
TGM843;BOYACA;SOATA;PUBLICO
XID923;BOYACA;DUITAMA;PUBLICO
BBS096;BOLIVAR;TURBACO;PARTICULAR
TWA196;VALLE;LA UNION;OFICIAL
OBA324;BOGOTAD.E.;BOGOTA D.E.;OFICIAL
QFP340;META;VILLAVICENCI;PARTICULAR
FEA536;CAQUETA;FLORENCIA;PARTICULAR
OXP132;CESAR;VALLEDUPAR;OFICIAL
BKJ669;BOLIVAR;TURBACO;PARTICULAR
OAE138;NARINO;PASTO;OFICIAL
SAK235;CAUCA;POPAYAN;PUBLICO
NOT956;VALLE;TULUA;PARTICULAR
LMG019;ANTIOQUIA;ITAGUI;PARTICULAR
BIQ253;BOLIVAR;TURBACO;PARTICULAR
MLK778;BOYACA;MONIQUIRA;PARTICULAR
DUB165;CESAR;VALLEDUPAR;PARTICULAR
CKD255;CORDOBA;CHINU;PARTICULAR
BPP018;BOLIVAR;SAN JUANNEP;PARTICULAR
ISN317;NORTESANTAN;CUCUTA;PARTICULAR
BGE014;BOLIVAR;TURBACO;PARTICULAR
BVG120;BOLIVAR;TURBACO;PARTICULAR
DUA273;CESAR;VALLEDUPAR;PARTICULAR
CIJ860;CUNDINAMARCA;CHIA;PARTICULAR
BMI333;BOLIVAR;TURBACO;PARTICULAR
ZGE368;SANTANDER;SAN GIL;PARTICULAR
XIE220;BOYACA;DUITAMA;PUBLICO
BND873;BOLIVAR;TURBACO;PARTICULAR
IPN940;SANTANDER;BARBOSA;PARTICULAR
FTP978;CUNDINAMARCA;MOSQUERA;PARTICULAR
SEI104;SUCRE;SINCELEJO;PUBLICO
DUE238;CESAR;VALLEDUPAR;PARTICULAR
RFK570;RISARALDA;LA VIRGINIA;PARTICULAR
BFM587;BOLIVAR;TURBACO;PARTICULAR
BMN554;BOLIVAR;TURBACO;PARTICULAR
BKD298;BOLIVAR;TURBACO;PARTICULAR
BNV143;BOLIVAR;TURBACO;PARTICULAR
BJG623;BOLIVAR;TURBACO;PARTICULAR
FBF270;CUNDINAMARCA;FUSAGASUGA;PARTICULAR
BNO264;BOLIVAR;TURBACO;PARTICULAR
ANC363;CALDAS;ANSERMA;PARTICULAR
APH554;ANTIOQUIA;APARTADO;PARTICULAR
XIA673;BOYACA;DUITAMA;PUBLICO
QFO874;META;VILLAVICENCI;PARTICULAR
VCS954;CALDAS;VILLAMARIA;PUBLICO
MQJ607;TOLIMA;MARIQUITA;PARTICULAR
OBI112;BOGOTAD.E.;BOGOTA D.E.;OFICIAL
BDX933;BOLIVAR;TURBACO;PARTICULAR
EKW686;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
