PLACA;DEPARTAMENTO;CIUDAD;SERVICIO
NDC445;CAUCA;PUERTO TEJAD;PARTICULAR
LLD574;ANTIOQUIA;ITAGUI;PARTICULAR
SYM934;CAQUETA;BELEN ANDAQU;PUBLICO
BHM172;BOLIVAR;TURBACO;PARTICULAR
ITP427;NORTESANTAN;OCANA;PARTICULAR
SFV163;CAUCA;PATIA(ELBOR;PUBLICO
TRL833;BOYACA;MIRAFLORES;PUBLICO
CIY017;CUNDINAMARCA;CHIA;PARTICULAR
SIC241;MAGDALENA;CIENAGA;PUBLICO
CIW708;CUNDINAMARCA;CHIA;PARTICULAR
SKL772;BOYACA;COMBITA;PUBLICO
BMS370;BOLIVAR;TURBACO;PARTICULAR
AQB877;BOGOTAD.E.;BOGOTA D.E.;PARTICULAR
GUN826;CAUCA;POPAYAN;PARTICULAR
SIB165;MAGDALENA;CIENAGA;PUBLICO
VCU367;CALDAS;VILLAMARIA;PUBLICO
MQE828;TOLIMA;MARIQUITA;PARTICULAR
BDX996;BOLIVAR;TURBACO;PARTICULAR
EUX079;CUNDINAMARCA;MOSQUERA;PARTICULAR
ITP625;NORTESANTAN;OCANA;PARTICULAR
BCA140;BOLIVAR;TURBACO;PARTICULAR
VCM312;CALDAS;VILLAMARIA;PUBLICO
IDC406;SANTANDER;BUCARAMANGA;PARTICULAR
CLB778;CESAR;AGUSTIN CODA;PARTICULAR
BPB141;BOLIVAR;TURBACO;PARTICULAR
UFZ820;MAGDALENA;SANTA MARTA;PUBLICO
BNE980;BOLIVAR;TURBACO;PARTICULAR
TFX319;CUNDINAMARCA;RICAURTE;PUBLICO
UFZ581;MAGDALENA;SANTA MARTA;PUBLICO
JVD423;HUILA;NEIVA;PARTICULAR
PEG407;TOLIMA;PURIFICACION;PARTICULAR
UFY942;MAGDALENA;SANTA MARTA;PUBLICO
GUO847;CAUCA;POPAYAN;PARTICULAR
VCZ294;CALDAS;VILLAMARIA;PUBLICO
VCZ941;CALDAS;VILLAMARIA;PUBLICO
WTM034;TOLIMA;LERIDA;PUBLICO
BPJ056;BOLIVAR;TURBACO;PARTICULAR
BAY640;BOLIVAR;TURBACO;PARTICULAR
EWM250;CUNDINAMARCA;MOSQUERA;PARTICULAR
BLE136;BOLIVAR;TURBACO;PARTICULAR
BOL850;BOLIVAR;TURBACO;PARTICULAR
FTP895;CUNDINAMARCA;MOSQUERA;PARTICULAR
SKK164;CUNDINAMARCA;ZIPAQUIRA;PUBLICO
UVV996;ATLANTICO;BARRANQUILLA;PUBLICO
ZGC986;SANTANDER;SAN GIL;PARTICULAR
VCY730;CALDAS;VILLAMARIA;PUBLICO
VCT253;CALDAS;VILLAMARIA;PUBLICO
SVT038;HUILA;TARQUI;PUBLICO
BOZ321;BOLIVAR;TURBACO;PARTICULAR
SKY792;SUCRE;SAMPUES;PUBLICO
LAP381;ANTIOQUIA;MEDELLIN;PARTICULAR
BPJ424;BOLIVAR;TURBACO;PARTICULAR
UFR685;MAGDALENA;SANTA MARTA;PUBLICO
QGT567;CUNDINAMARCA;CHIA;PARTICULAR
CSC541;BOLIVAR;ARJONA;PARTICULAR
SVV273;HUILA;TARQUI;PUBLICO
TBO377;HUILA;TIMANA;PUBLICO
CSD303;BOLIVAR;ARJONA;PARTICULAR
UFZ404;MAGDALENA;SANTA MARTA;PUBLICO
ZKI014;CALDAS;SALAMINA;PARTICULAR
BOT342;BOLIVAR;TURBACO;PARTICULAR
UFX949;MAGDALENA;SANTA MARTA;PUBLICO
TXS403;CAUCA;MIRANDA;PUBLICO
BDK275;BOLIVAR;TURBACO;PARTICULAR
TWK404;VALLE;LA UNION;OFICIAL
TRG864;BOYACA;MIRAFLORES;PUBLICO
BMP725;BOLIVAR;TURBACO;PARTICULAR
UFR727;MAGDALENA;SANTA MARTA;PUBLICO
THI177;ANTIOQUIA;APARTADO;PUBLICO
ZIS521;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
BLE845;BOLIVAR;TURBACO;PARTICULAR
SKX292;SUCRE;SAMPUES;PUBLICO
BKK053;BOLIVAR;TURBACO;PARTICULAR
SJR341;TOLIMA;LIBANO;PUBLICO
BBX582;BOLIVAR;TURBACO;PARTICULAR
SNS657;CUNDINAMARCA;SOACHA;PUBLICO
SNS357;CUNDINAMARCA;SOACHA;PUBLICO
BOJ174;BOLIVAR;TURBACO;PARTICULAR
CBS569;VALLE;CALI;PARTICULAR
DAT073;VALLE;CANDELARIA;PARTICULAR
NVU935;NARINO;PASTO;PARTICULAR
CBM030;VALLE;CALI;PARTICULAR
SGS270;CAUCA;PATIA(ELBOR;PUBLICO
BKS348;BOLIVAR;TURBACO;PARTICULAR
SRJ732;SANTANDER;PIEDECUESTA;PUBLICO
UFV317;MAGDALENA;SANTA MARTA;PUBLICO
WTI616;TOLIMA;IBAGUE;PUBLICO
VOE686;VALLE;CALI;PUBLICO
VCN463;CALDAS;VILLAMARIA;PUBLICO
CSB796;BOLIVAR;ARJONA;PARTICULAR
TRM620;BOYACA;MIRAFLORES;PUBLICO
GIW148;CUNDINAMARCA;CAQUEZA;PARTICULAR
BCM467;BOLIVAR;TURBACO;PARTICULAR
SNJ533;ANTIOQUIA;SABANETA;PUBLICO
SKZ669;SUCRE;SAMPUES;PUBLICO
SOE777;CUNDINAMARCA;SOACHA;PUBLICO
UFV530;MAGDALENA;SANTA MARTA;PUBLICO
SNS259;CUNDINAMARCA;SOACHA;PUBLICO
CHP949;ANTIOQUIA;CAUCASIA;PARTICULAR
ZIX240;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
BOX996;BOLIVAR;TURBACO;PARTICULAR
AHA439;BOGOTAD.E.;BOGOTA D.E.;PARTICULAR
IDG763;SANTANDER;BUCARAMANGA;PARTICULAR
VSN411;HUILA;NEIVA;PUBLICO
VCL886;CALDAS;VILLAMARIA;PUBLICO
CIJ095;CUNDINAMARCA;CHIA;PARTICULAR
EPB259;VALLE;LA UNION;PARTICULAR
PAI583;PUTUMAYO;PUERTO ASIS;PARTICULAR
SGN491;CAUCA;PATIA(ELBOR;PUBLICO
SKV149;CUNDINAMARCA;ZIPAQUIRA;PUBLICO
BCV152;BOLIVAR;TURBACO;PARTICULAR
SIC616;MAGDALENA;CIENAGA;PUBLICO
IDE818;SANTANDER;BUCARAMANGA;PARTICULAR
EVV302;CUNDINAMARCA;MOSQUERA;PARTICULAR
IPM626;SANTANDER;BARBOSA;PARTICULAR
SYR593;NORTESANTAN;CUCUTA;PUBLICO
BGK596;BOLIVAR;TURBACO;PARTICULAR
LIN851;CUNDINAMARCA;MINISTERIO T;PARTICULAR
CGZ366;ANTIOQUIA;CAUCASIA;PARTICULAR
BLJ323;BOLIVAR;TURBACO;PARTICULAR
IPP444;SANTANDER;BARBOSA;PARTICULAR
BLY619;BOLIVAR;TURBACO;PARTICULAR
CNC729;VALLE;CAICEDONIA;PARTICULAR
OMX834;ANTIOQUIA;SABANETA;OFICIAL
IPO896;SANTANDER;BARBOSA;PARTICULAR
BGB960;BOLIVAR;TURBACO;PARTICULAR
VCL337;CALDAS;VILLAMARIA;PUBLICO
VCL463;CALDAS;VILLAMARIA;PUBLICO
BOG508;BOLIVAR;TURBACO;PARTICULAR
CGU928;ANTIOQUIA;CAUCASIA;PARTICULAR
DXZ404;META;RESTREPO;PARTICULAR
VCM000;CALDAS;VILLAMARIA;PUBLICO
SVT296;HUILA;TARQUI;PUBLICO
QFL807;META;VILLAVICENCI;PARTICULAR
BGW173;BOLIVAR;TURBACO;PARTICULAR
SHI628;CAUCA;PATIA(ELBOR;PUBLICO
BPH851;BOLIVAR;TURBACO;PARTICULAR
UVL676;ATLANTICO;BARRANQUILLA;PUBLICO
BFY054;BOLIVAR;TURBACO;PARTICULAR
BKU823;BOLIVAR;TURBACO;PARTICULAR
CSC401;BOLIVAR;ARJONA;PARTICULAR
GUM430;CAUCA;POPAYAN;PARTICULAR
BMJ348;BOLIVAR;TURBACO;PARTICULAR
DVX567;CESAR;ROBLES (LA P;PARTICULAR
NAS437;VALLE;CALI;PARTICULAR
SNY482;CUNDINAMARCA;SOACHA;PUBLICO
LUA058;META;VILLAVICENCI;PARTICULAR
ITS068;NORTESANTAN;OCANA;PARTICULAR
SIA604;MAGDALENA;CIENAGA;PUBLICO
SNX761;CUNDINAMARCA;SOACHA;PUBLICO
LTB346;VALLE;TULUA;PARTICULAR
MAN461;CALDAS;MANZANARES;PARTICULAR
EKR705;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
PNA009;CORDOBA;MONTERIA;PARTICULAR
DXX200;META;RESTREPO;PARTICULAR
NOT902;VALLE;TULUA;PARTICULAR
XIE262;BOYACA;DUITAMA;PUBLICO
XIE516;BOYACA;DUITAMA;PUBLICO
FTQ587;CUNDINAMARCA;MOSQUERA;PARTICULAR
TRD851;BOYACA;MIRAFLORES;PUBLICO
ZGD337;SANTANDER;SAN GIL;PARTICULAR
BDC547;BOLIVAR;TURBACO;PARTICULAR
BKM569;BOLIVAR;TURBACO;PARTICULAR
CRY468;CUNDINAMARCA;LA CALERA;PARTICULAR
ZGE374;SANTANDER;SAN GIL;PARTICULAR
BUZ284;BOLIVAR;TURBACO;PARTICULAR
BEG337;BOLIVAR;TURBACO;PARTICULAR
BFP767;BOLIVAR;TURBACO;PARTICULAR
XID183;BOYACA;DUITAMA;PUBLICO
HGB099;CALDAS;LA DORADA;PARTICULAR
XID788;BOYACA;DUITAMA;PUBLICO
JID612;BOYACA;DUITAMA;PARTICULAR
XIE170;BOYACA;DUITAMA;PUBLICO
XID264;BOYACA;DUITAMA;PUBLICO
FTO077;CUNDINAMARCA;MOSQUERA;PARTICULAR
BDQ300;BOLIVAR;TURBACO;PARTICULAR
XIA002;BOYACA;DUITAMA;PUBLICO
MEP650;SANTANDER;MALAGA;PARTICULAR
TRI239;BOYACA;MIRAFLORES;PUBLICO
LAU400;ANTIOQUIA;MEDELLIN;PARTICULAR
XIB301;BOYACA;DUITAMA;PUBLICO
BAM542;BOLIVAR;TURBACO;PARTICULAR
QGA906;ATLANTICO;BARRANQUILLA;PARTICULAR
FAE976;ANTIOQUIA;ENVIGADO;PARTICULAR
XVO481;SANTANDER;BARRANCABERM;PUBLICO
BVD836;BOLIVAR;TURBACO;PARTICULAR
JAW024;BOYACA;GUATEQUE;PARTICULAR
MAR680;CALDAS;MANZANARES;PARTICULAR
BPH253;BOLIVAR;TURBACO;PARTICULAR
BHD004;BOLIVAR;TURBACO;PARTICULAR
BUU074;BOLIVAR;TURBACO;PARTICULAR
BNQ010;BOLIVAR;TURBACO;PARTICULAR
BGT022;BOLIVAR;TURBACO;PARTICULAR
BLF922;BOLIVAR;TURBACO;PARTICULAR
XID734;BOYACA;DUITAMA;PUBLICO
SKP085;ANTIOQUIA;LA CEJA;PUBLICO
XIE536;BOYACA;DUITAMA;PUBLICO
BGF827;BOLIVAR;TURBACO;PARTICULAR
BKU359;BOLIVAR;TURBACO;PARTICULAR
XXB381;SANTANDER;BARBOSA;PUBLICO
NVI164;HUILA;NEIVA;PARTICULAR
CIL727;CUNDINAMARCA;CHIA;PARTICULAR
BDC413;BOLIVAR;TURBACO;PARTICULAR
XID674;BOYACA;DUITAMA;PUBLICO
XIE184;BOYACA;DUITAMA;PUBLICO
BJP523;BOLIVAR;TURBACO;PARTICULAR
GIT655;CUNDINAMARCA;CAQUEZA;PARTICULAR
SCK333;VALLE;LA UNION;PUBLICO
XIE196;BOYACA;DUITAMA;PUBLICO
MMX992;BOYACA;MONIQUIRA;PARTICULAR
CKU453;QUINDIO;CALARCA;PARTICULAR
FSB570;CUNDINAMARCA;MOSQUERA;PARTICULAR
BEV599;BOLIVAR;TURBACO;PARTICULAR
NAU697;VALLE;CALI;PARTICULAR
NOT969;VALLE;TULUA;PARTICULAR
VAU688;VALLE;CALI;PUBLICO
BLL346;BOLIVAR;TURBACO;PARTICULAR
JID471;BOYACA;DUITAMA;PARTICULAR
QFL836;META;VILLAVICENCI;PARTICULAR
XIE326;BOYACA;DUITAMA;PUBLICO
OXK156;ANTIOQUIA;FRONTINO;OFICIAL
SKO406;ANTIOQUIA;LA CEJA;PUBLICO
QUP609;CAUCA;PATIA(ELBOR;PARTICULAR
ZIJ741;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
CIS042;CUNDINAMARCA;CHIA;PARTICULAR
ZGB367;SANTANDER;SAN GIL;PARTICULAR
BJT421;BOLIVAR;TURBACO;PARTICULAR
NAH474;VALLE;CALI;PARTICULAR
BPT536;BOLIVAR;SAN JUANNEP;PARTICULAR
CBG813;VALLE;CALI;PARTICULAR
BLZ538;BOLIVAR;TURBACO;PARTICULAR
MAO075;CALDAS;MANZANARES;PARTICULAR
XID086;BOYACA;DUITAMA;PUBLICO
IBW299;SANTANDER;BUCARAMANGA;PARTICULAR
BLP037;BOLIVAR;TURBACO;PARTICULAR
CRG857;BOLIVAR;CARMEN DEBO;PARTICULAR
EKR681;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
BCP655;BOLIVAR;TURBACO;PARTICULAR
AGE688;CALDAS;AGUADAS;PARTICULAR
BIV475;BOLIVAR;TURBACO;PARTICULAR
DXW519;META;RESTREPO;PARTICULAR
XID377;BOYACA;DUITAMA;PUBLICO
FDP990;CUNDINAMARCA;FUSAGASUGA;PARTICULAR
BVC966;BOLIVAR;TURBACO;PARTICULAR
NAH347;VALLE;CALI;PARTICULAR
ZIH316;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
SKV695;CUNDINAMARCA;ZIPAQUIRA;PUBLICO
COW595;CUNDINAMARCA;MINISTERIO T;PUBLICO
ZIH140;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
JIC202;BOYACA;DUITAMA;PARTICULAR
XIE365;BOYACA;DUITAMA;PUBLICO
QGR440;CUNDINAMARCA;CHIA;PARTICULAR
GRD546;CAUCA;POPAYAN;PARTICULAR
UVK890;ATLANTICO;BARRANQUILLA;PUBLICO
LTA426;VALLE;TULUA;PARTICULAR
XIE627;BOYACA;DUITAMA;PUBLICO
NAP150;VALLE;CALI;PARTICULAR
TAJ968;CALDAS;ARANZAZU;PUBLICO
QFS438;META;VILLAVICENCI;PARTICULAR
XIE189;BOYACA;DUITAMA;PUBLICO
OXK173;ANTIOQUIA;FRONTINO;OFICIAL
QAA362;ANTIOQUIA;BELLO;PARTICULAR
GIX522;CUNDINAMARCA;CAQUEZA;PARTICULAR
AUQ930;ATLANTICO;SOLEDAD;PARTICULAR
XGB356;BOYACA;SOGAMOSO;PUBLICO
NAP263;VALLE;CALI;PARTICULAR
TWA200;VALLE;LA UNION;OFICIAL
MQO226;TOLIMA;MARIQUITA;PARTICULAR
XIE199;BOYACA;DUITAMA;PUBLICO
BET791;BOLIVAR;TURBACO;PARTICULAR
DUE154;CESAR;VALLEDUPAR;PARTICULAR
FED145;CAQUETA;FLORENCIA;PARTICULAR
CSM813;BOLIVAR;ARJONA;PARTICULAR
BBP995;BOLIVAR;TURBACO;PARTICULAR
DXW338;META;RESTREPO;PARTICULAR
DUC613;CESAR;VALLEDUPAR;PARTICULAR
DUA952;CESAR;VALLEDUPAR;PARTICULAR
IXJ493;CESAR;VALLEDUPAR;PARTICULAR
DYG679;CASANARE;YOPAL;PARTICULAR
BHA151;BOLIVAR;TURBACO;PARTICULAR
BJZ091;BOLIVAR;TURBACO;PARTICULAR
CAG777;VALLE;CALI;PARTICULAR
FBE818;CUNDINAMARCA;FUSAGASUGA;PARTICULAR
QFP893;META;VILLAVICENCI;PARTICULAR
DUE905;CESAR;VALLEDUPAR;PARTICULAR
DXY097;META;RESTREPO;PARTICULAR
XIE389;BOYACA;DUITAMA;PUBLICO
PXG468;SUCRE;COROZAL;PARTICULAR
BKZ274;BOLIVAR;TURBACO;PARTICULAR
DUD067;CESAR;VALLEDUPAR;PARTICULAR
IBS783;SANTANDER;BUCARAMANGA;PARTICULAR
BLJ574;BOLIVAR;TURBACO;PARTICULAR
BOI004;BOLIVAR;TURBACO;PARTICULAR
XIE420;BOYACA;DUITAMA;PUBLICO
DUE006;CESAR;VALLEDUPAR;PARTICULAR
BOP672;BOLIVAR;TURBACO;PARTICULAR
DYR717;ANTIOQUIA;STA ROSAD O;PARTICULAR
BOR119;BOLIVAR;TURBACO;PARTICULAR
DBB036;CALDAS;LA DORADA;PARTICULAR
ZGD477;SANTANDER;SAN GIL;PARTICULAR
NAE475;VALLE;CALI;PARTICULAR
BPB330;BOLIVAR;TURBACO;PARTICULAR
CRC094;BOLIVAR;CARMEN DEBO;PARTICULAR
EPB312;VALLE;LA UNION;PARTICULAR
BJI211;BOLIVAR;TURBACO;PARTICULAR
CRW586;CUNDINAMARCA;LA CALERA;PARTICULAR
OXK062;ANTIOQUIA;FRONTINO;OFICIAL
UPB055;BOYACA;MONIQUIRA;PUBLICO
DUD769;CESAR;VALLEDUPAR;PARTICULAR
BJF848;BOLIVAR;TURBACO;PARTICULAR
BLM602;BOLIVAR;TURBACO;PARTICULAR
XID986;BOYACA;DUITAMA;PUBLICO
NAC143;VALLE;CALI;PARTICULAR
COX076;CUNDINAMARCA;MINISTERIO T;PUBLICO
BMN586;BOLIVAR;TURBACO;PARTICULAR
LMI069;ANTIOQUIA;ITAGUI;PARTICULAR
CIP169;CUNDINAMARCA;CHIA;PARTICULAR
URN217;META;VILLAVICENCI;PUBLICO
CIL717;CUNDINAMARCA;CHIA;PARTICULAR
NOT446;VALLE;TULUA;PARTICULAR
BAM456;BOLIVAR;TURBACO;PARTICULAR
OZY545;BOLIVAR;CARTAGENA;PARTICULAR
BHB722;BOLIVAR;TURBACO;PARTICULAR
BHE516;BOLIVAR;TURBACO;PARTICULAR
ZGD629;SANTANDER;SAN GIL;PARTICULAR
JIB916;BOYACA;DUITAMA;PARTICULAR
BOD677;BOLIVAR;TURBACO;PARTICULAR
IXE162;NORTESANTAN;PAMPLONA;PARTICULAR
BNK560;BOLIVAR;TURBACO;PARTICULAR
DUE225;CESAR;VALLEDUPAR;PARTICULAR
CIP922;CUNDINAMARCA;CHIA;PARTICULAR
XIE212;BOYACA;DUITAMA;PUBLICO
BFP053;BOLIVAR;TURBACO;PARTICULAR
BPG165;BOLIVAR;TURBACO;PARTICULAR
BMB614;BOLIVAR;TURBACO;PARTICULAR
DUB644;CESAR;VALLEDUPAR;PARTICULAR
AUC485;BOGOTAD.E.;BOGOTA D.E.;PARTICULAR
QFR607;META;VILLAVICENCI;PARTICULAR
QFN912;META;VILLAVICENCI;PARTICULAR
BFR545;BOLIVAR;TURBACO;PARTICULAR
JKD138;TOLIMA;IBAGUE;PARTICULAR
DUE291;CESAR;VALLEDUPAR;PARTICULAR
BEO335;BOLIVAR;TURBACO;PARTICULAR
VAL347;VALLE;CALI;PUBLICO
DYM414;META;RESTREPO;PARTICULAR
BIE029;BOLIVAR;TURBACO;PARTICULAR
CSI414;BOLIVAR;ARJONA;PARTICULAR
SOT115;ANTIOQUIA;SABANETA;PUBLICO
GNO444;ATLANTICO;PUERTO COLOM;PARTICULAR
QHV186;NORTESANTAN;OCANA;PARTICULAR
BMM763;BOLIVAR;TURBACO;PARTICULAR
MNA959;BOYACA;MONIQUIRA;PARTICULAR
SKV881;CUNDINAMARCA;ZIPAQUIRA;PUBLICO
DUB683;CESAR;VALLEDUPAR;PARTICULAR
BOU035;BOLIVAR;TURBACO;PARTICULAR
ASF749;BOGOTAD.E.;BOGOTA D.E.;PARTICULAR
QFR572;META;VILLAVICENCI;PARTICULAR
CRH963;BOLIVAR;CARMEN DEBO;PARTICULAR
XIE384;BOYACA;DUITAMA;PUBLICO
XVO328;SANTANDER;BARRANCABERM;PUBLICO
DBB500;CALDAS;LA DORADA;PARTICULAR
CHM056;ANTIOQUIA;CAUCASIA;PARTICULAR
CLC379;CESAR;AGUSTIN CODA;PARTICULAR
GCG712;CUNDINAMARCA;FACATATIVA;PARTICULAR
XIC959;BOYACA;DUITAMA;PUBLICO
ZIL717;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
COX353;CUNDINAMARCA;MINISTERIO T;PUBLICO
BGD565;BOLIVAR;TURBACO;PARTICULAR
CGZ276;ANTIOQUIA;CAUCASIA;PARTICULAR
GCI684;CUNDINAMARCA;FACATATIVA;PARTICULAR
SFK751;CAUCA;PATIA(ELBOR;PUBLICO
QFR121;META;VILLAVICENCI;PARTICULAR
NAU914;VALLE;CALI;PARTICULAR
ZGE164;SANTANDER;SAN GIL;PARTICULAR
AAE527;NARIÑO;INUES;PARTICULAR
SGO745;CAUCA;PATIA(ELBOR;PUBLICO
QFO058;META;VILLAVICENCI;PARTICULAR
UFV140;MAGDALENA;SANTA MARTA;PUBLICO
UVK076;ATLANTICO;BARRANQUILLA;PUBLICO
CHT076;ANTIOQUIA;CAUCASIA;PARTICULAR
NCI738;CAUCA;PUERTO TEJAD;PARTICULAR
ZGA820;SANTANDER;SAN GIL;PARTICULAR
ZGC953;SANTANDER;SAN GIL;PARTICULAR
TRK162;BOYACA;MIRAFLORES;PUBLICO
COX146;CUNDINAMARCA;MINISTERIO T;PUBLICO
OFJ415;CASANARE;YOPAL;OFICIAL
AGA605;CALDAS;AGUADAS;PARTICULAR
MQF702;TOLIMA;MARIQUITA;PARTICULAR
BFV475;BOLIVAR;TURBACO;PARTICULAR
FUA359;CUNDINAMARCA;CHIA;PARTICULAR
BFD743;BOLIVAR;TURBACO;PARTICULAR
BCP844;BOLIVAR;TURBACO;PARTICULAR
ZIP127;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
DUE030;CESAR;VALLEDUPAR;PARTICULAR
CII810;CUNDINAMARCA;CHIA;PARTICULAR
XIE309;BOYACA;DUITAMA;PUBLICO
BOX957;BOLIVAR;TURBACO;PARTICULAR
SYT281;NORTESANTAN;CUCUTA;PUBLICO
SKY965;SUCRE;SAMPUES;PUBLICO
ZRM777;BOYACA;SOATA;PARTICULAR
SYS928;NORTESANTAN;CUCUTA;PUBLICO
CID157;CUNDINAMARCA;CHIA;PARTICULAR
EWQ346;CUNDINAMARCA;MOSQUERA;PARTICULAR
CSN851;BOLIVAR;ARJONA;PARTICULAR
BCX333;BOLIVAR;TURBACO;PARTICULAR
SHN558;CAUCA;POPAYAN;PUBLICO
BOZ298;BOLIVAR;TURBACO;PARTICULAR
BUS958;BOLIVAR;TURBACO;PARTICULAR
XIA892;BOYACA;DUITAMA;PUBLICO
BMZ430;BOLIVAR;TURBACO;PARTICULAR
SKL184;BOYACA;COMBITA;PUBLICO
CRB522;BOLIVAR;CARMEN DEBO;PARTICULAR
XIC142;BOYACA;DUITAMA;PUBLICO
CQS753;CUNDINAMARCA;LA CALERA;PARTICULAR
QFS574;META;VILLAVICENCI;PARTICULAR
ZGA956;SANTANDER;SAN GIL;PARTICULAR
XIE494;BOYACA;DUITAMA;PUBLICO
HIK628;CALDAS;AGUADAS;PARTICULAR
BED884;BOLIVAR;TURBACO;PARTICULAR
ZGC971;SANTANDER;SAN GIL;PARTICULAR
BMG932;BOLIVAR;TURBACO;PARTICULAR
PIS628;BOLIVAR;MAGANGUE;PARTICULAR
BCQ067;BOLIVAR;TURBACO;PARTICULAR
RIG653;LA GUAJIRA;RIOHACHA;PARTICULAR
DUE315;CESAR;VALLEDUPAR;PARTICULAR
XGB693;BOYACA;SOGAMOSO;PUBLICO
XIE188;BOYACA;DUITAMA;PUBLICO
BCK175;BOLIVAR;TURBACO;PARTICULAR
DUE486;CESAR;VALLEDUPAR;PARTICULAR
BCB146;BOLIVAR;TURBACO;PARTICULAR
BEI931;BOLIVAR;TURBACO;PARTICULAR
BNX607;BOLIVAR;TURBACO;PARTICULAR
LFA597;ANTIOQUIA;BOLIVAR;PARTICULAR
TOP239;ANTIOQUIA;TURBO;PUBLICO
EKW315;CUNDINAMARCA;ZIPAQUIRA;PARTICULAR
BNI044;BOLIVAR;TURBACO;PARTICULAR
WLB549;RISARALDA;ST ROSA DCA;PUBLICO
BKY489;BOLIVAR;TURBACO;PARTICULAR
MMO579;BOYACA;MONIQUIRA;PARTICULAR
GDG698;HUILA;BARAYA;PARTICULAR
CRW596;CUNDINAMARCA;LA CALERA;PARTICULAR
CTV199;NORTESANTAN;CUCUTA;PARTICULAR
DUE340;CESAR;VALLEDUPAR;PARTICULAR
COT148;BOYACA;COMBITA;PARTICULAR
THK243;ANTIOQUIA;MEDELLIN;PUBLICO
ZGC063;SANTANDER;SAN GIL;PARTICULAR
BMY999;BOLIVAR;TURBACO;PARTICULAR
FLN287;VALLE;FLORIDA;PARTICULAR
BGE179;BOLIVAR;TURBACO;PARTICULAR
OZJ402;LA GUAJIRA;RIOHACHA;OFICIAL
OQF280;META;VILLAVICENCI;OFICIAL
ZOO641;RISARALDA;ST ROSA DCA;PARTICULAR
SCK306;VALLE;LA UNION;PUBLICO
QHV530;NORTESANTAN;OCANA;PARTICULAR
CSM365;BOLIVAR;ARJONA;PARTICULAR
BVL367;BOLIVAR;TURBACO;PARTICULAR
DUE672;CESAR;VALLEDUPAR;PARTICULAR
MQC909;TOLIMA;MARIQUITA;PARTICULAR
COW889;CUNDINAMARCA;MINISTERIO T;PUBLICO
XIE207;BOYACA;DUITAMA;PUBLICO
DAP933;VALLE;CANDELARIA;PARTICULAR
SRF282;CUNDINAMARCA;FACATATIVA;PUBLICO
SRF392;CUNDINAMARCA;FACATATIVA;PUBLICO
BGO420;BOLIVAR;TURBACO;PARTICULAR
LAQ785;ANTIOQUIA;MEDELLIN;PARTICULAR
DYM896;META;RESTREPO;PARTICULAR
BUO064;BOLIVAR;TURBACO;PARTICULAR
CTV023;NORTESANTAN;CUCUTA;PARTICULAR
BNE584;BOLIVAR;TURBACO;PARTICULAR
XID892;BOYACA;DUITAMA;PUBLICO
BOY762;BOLIVAR;TURBACO;PARTICULAR
CJE717;CUNDINAMARCA;CHIA;PARTICULAR
SRF382;CUNDINAMARCA;FACATATIVA;PUBLICO
BDI430;BOLIVAR;TURBACO;PARTICULAR
DUD493;CESAR;VALLEDUPAR;PARTICULAR
NAP814;VALLE;CALI;PARTICULAR
XID141;BOYACA;DUITAMA;PUBLICO
BBQ733;BOLIVAR;TURBACO;PARTICULAR
BLQ244;BOLIVAR;TURBACO;PARTICULAR
UVK574;ATLANTICO;BARRANQUILLA;PUBLICO
AQE970;BOGOTAD.E.;BOGOTA D.E.;PARTICULAR
BLT975;BOLIVAR;TURBACO;PARTICULAR
DUE212;CESAR;VALLEDUPAR;PARTICULAR
BJR620;BOLIVAR;TURBACO;PARTICULAR
BMT689;BOLIVAR;TURBACO;PARTICULAR
IDC543;SANTANDER;BUCARAMANGA;PARTICULAR
CFS136;VALLE;CALI;PARTICULAR
DUE852;CESAR;VALLEDUPAR;PARTICULAR
BFD336;BOLIVAR;TURBACO;PARTICULAR
BKY589;BOLIVAR;TURBACO;PARTICULAR
XIE116;BOYACA;DUITAMA;PUBLICO
BJS227;BOLIVAR;TURBACO;PARTICULAR
APC887;ANTIOQUIA;APARTADO;PARTICULAR
BMT928;BOLIVAR;TURBACO;PARTICULAR
DUD556;CESAR;VALLEDUPAR;PARTICULAR
QFQ467;META;VILLAVICENCI;PARTICULAR
BGW354;BOLIVAR;TURBACO;PARTICULAR
CRF952;BOLIVAR;CARMEN DEBO;PARTICULAR
ZGB968;SANTANDER;SAN GIL;PARTICULAR
BGF939;BOLIVAR;TURBACO;PARTICULAR
GMC694;CUNDINAMARCA;GIRARDOT;PARTICULAR
BHD660;BOLIVAR;TURBACO;PARTICULAR
LAH453;ANTIOQUIA;MEDELLIN;PARTICULAR
DUE307;CESAR;VALLEDUPAR;PARTICULAR
FLJ486;VALLE;FLORIDA;PARTICULAR
CIX360;CUNDINAMARCA;CHIA;PARTICULAR
DUA678;CESAR;VALLEDUPAR;PARTICULAR
